SMILES,permeability,dset,group,fold,fingerprint,molbert,molformer,physchem
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,-0.252510249,train,random,7,,,,
CN(c1ncnc2c1cnn2CCO)C1CCCCC1,-0.172579322,train,random,7,,,,
NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,1.714754156,train,random,7,,,,
CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,-0.281105523,train,random,7,,,,
Clc1cccc(CNc2nc(C3CC3)no2)c1,-0.322188489,train,random,7,,,,
Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,-0.004929367,train,random,7,,,,
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,-0.114248674,train,random,7,,,,
COc1nc(C)nc(N(C)Cc2nccs2)c1C,-0.33100967,train,random,7,,,,
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.797597142,train,random,7,,,,
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,-0.193289967,train,random,7,,,,
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,-0.290717711,train,random,7,,,,
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-0.04333824,train,random,7,,,,
CNC(=O)c1ccc(N(C)C2CCC2)nn1,-0.232246634,train,random,7,,,,
CC#CCNc1ccc(-n2cnnn2)c(C)c1,-0.229335003,train,random,7,,,,
Nc1nc2ccccc2nc1N1CCCC1,-0.273006016,train,random,7,,,,
CCn1c(=O)n(CC)c2cc(N)ccc21,-0.089289029,train,random,7,,,,
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,-0.173122588,train,random,7,,,,
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,-0.144968747,train,random,7,,,,
CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.191257048,train,random,7,,,,
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,1.33058986,train,random,7,,,,
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,-0.079551988,train,random,7,,,,
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,1.280369079,train,random,7,,,,
COCC1CCN(c2noc(-c3cccs3)n2)CC1,-0.266547198,train,random,7,,,,
NC(=O)COc1ccccc1-c1ccccc1,-0.207161916,train,random,7,,,,
Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,-0.042964735,train,random,7,,,,
Cc1cccn(Cc2cccc(F)c2)c1=O,-0.185803651,train,random,7,,,,
C[C@@H](C(=O)N1CCCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,2.209515015,train,random,7,,,,
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,1.786259707,train,random,7,,,,
Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,1.367693231,train,random,7,,,,
Clc1ccc2c(Oc3cccnc3)ncnc2c1,-0.184449341,train,random,7,,,,
CC(C)(C)c1csc(NC(=O)C2CC2)n1,-0.197768495,train,random,7,,,,
Cc1ccc(C(=O)Nc2ncccc2C)s1,-0.177903833,train,random,7,,,,
CC(C)(C)C(=O)N1CCN(C(=O)CCN2CCOC2=O)CC1,1.812496417,train,random,7,,,,
O=C(Cn1c(=O)c2cccn2c2ccccc21)NCCCN1CCCC1,1.892529781,train,random,7,,,,
O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,-0.010526546,train,random,7,,,,
CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.015286735,train,random,7,,,,
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.657434904,train,random,7,,,,
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,1.961285944,train,random,7,,,,
O=C(O)c1ccc(N2CCCC2)c(F)c1,-0.062994679,train,random,7,,,,
Cc1cc(NC(=O)C2CCOCC2)sn1,-0.041048018,train,random,7,,,,
O=C(CC1CCNCC1)NCCc1ccccc1F,0.943990367,train,random,7,,,,
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,0.351542707,train,random,7,,,,
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,-0.135635396,train,random,7,,,,
Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1,0.357543322,train,random,7,,,,
NC(=O)Cn1cc(-c2ccc(F)cc2)cn1,-0.060596511,train,random,7,,,,
CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,1.694010845,train,random,7,,,,
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.220292133,train,random,7,,,,
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-0.150116795,train,random,7,,,,
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,0.178072072,train,random,7,,,,
CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,-0.358821555,train,random,7,,,,
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,0.925585766,train,random,7,,,,
N#CCCN(c1ncnc2sccc12)C1CC1,-0.146303415,train,random,7,,,,
Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,1.516845009,train,random,7,,,,
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,-0.243412898,train,random,7,,,,
CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,-0.24921245,train,random,7,,,,
COc1cccc(C(=O)C[n+]2cc(-c3ccc(F)cc3)n(C)c2N)c1,1.419535877,train,random,7,,,,
COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1,-0.212052821,train,random,7,,,,
Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,-0.129160384,train,random,7,,,,
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,1.479515079,train,random,7,,,,
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,1.052795442,train,random,7,,,,
CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,1.007906841,train,random,7,,,,
CCn1nc(C2CCCC2)nc1-c1ccncc1,-0.144800496,train,random,7,,,,
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,-0.101057236,train,random,7,,,,
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,0.886929427,train,random,7,,,,
CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,0.927058437,train,random,7,,,,
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,-0.086383416,train,random,7,,,,
CCCn1nccc1NC(=O)c1c(C)noc1C,0.201983396,train,random,7,,,,
CCc1cc2c(N(C)CCO)ncnc2s1,-0.170002224,train,random,7,,,,
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,-0.240321893,train,random,7,,,,
Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,1.451052046,train,random,7,,,,
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,0.577752368,train,random,7,,,,
CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,-0.092968122,train,random,7,,,,
Cc1ccc(CNC/C=C/c2ccccc2)cn1,-0.412584257,train,random,7,,,,
CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,-0.094478581,train,random,7,,,,
CCCNC(=O)C1(Cc2ccccn2)CCOCC1,1.036571016,train,random,7,,,,
CC1(c2ccn[nH]2)CCN(Cc2ccco2)CC1,-0.043677557,train,random,7,,,,
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N3CCOCC3)CC2)cn1,1.185228632,train,random,7,,,,
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,0.203055454,train,random,7,,,,
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2.168976645,train,random,7,,,,
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,-0.050944631,train,random,7,,,,
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,0.681315546,train,random,7,,,,
O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,-0.003288903,train,random,7,,,,
Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C,0.200833378,train,random,7,,,,
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,-0.513764384,train,random,7,,,,
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,0.330171683,train,random,7,,,,
Cc1cc(C)n2ncc(C(=O)Nc3cccc(C(=O)O)c3)c2n1,-0.149624912,train,random,7,,,,
Cc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1,-0.500810854,train,random,7,,,,
Cc1nc(CC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc(NC2CCCC2)n1,1.572649086,train,random,7,,,,
CCC(CC)NC(=O)c1ccc2ncsc2c1,-0.278100764,train,random,7,,,,
O=C1CNC(=O)N1CCCN1CCc2sccc2C1,0.181995052,train,random,7,,,,
CCCc1nc(N2CCc3ccccc3C2)ncc1C(=O)O,-0.139917484,train,random,7,,,,
Cc1nc(CCN2C(=O)NC(C)(C)C2=O)cs1,0.664060367,train,random,7,,,,
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,1.613323067,train,random,7,,,,
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,0.110744594,train,random,7,,,,
CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,-0.189183687,train,random,7,,,,
CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,-0.002023625,train,random,7,,,,
N#Cc1ccc(OCCn2cccn2)cc1,-0.233815791,train,random,7,,,,
OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1,-0.051336056,train,random,7,,,,
Cc1nccc(-c2cccc(-n3ccnc3C(C)C)c2)n1,0.160342886,train,random,7,,,,
CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,-0.01346576,train,random,7,,,,
Cc1cccc(NC(=O)c2cccnc2N2CCCCC2)n1,-0.15654972,train,random,7,,,,
Clc1snnc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.116505637,train,random,7,,,,
COc1ccc(S(=O)(=O)CCC(=O)Nc2ccc3c(c2)N(C)C(=O)CO3)cc1,1.441330176,train,random,7,,,,
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,0.515902114,train,random,7,,,,
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,0.049409304,train,random,7,,,,
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,-0.304022944,train,random,7,,,,
Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,-0.094722884,train,random,7,,,,
O=C(NCCCn1ccnc1)N1CCC12CCC2,1.48499963,train,random,7,,,,
Cc1nccc(-c2ccc(-c3noc(CN4CCOCC4)n3)cc2)n1,-0.169234483,train,random,7,,,,
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,0.17797598,train,random,7,,,,
O=C(NCc1nnc2c(O)nccn12)C1CCCC1,0.086891285,train,random,7,,,,
CN(C)C(=O)COc1ccc(N)c(F)c1,-0.115530568,train,random,7,,,,
COc1ccc(Br)c(-c2nnc(N)o2)c1,-0.150551104,train,random,7,,,,
CCCn1ccnc1CNc1nc2c(s1)c(C)nn2C,0.951579796,train,random,7,,,,
Cc1nn(C)c2nc(N3CCN(C)C[C@@H]3c3ccccc3)sc12,-0.072219063,train,random,7,,,,
Cc1cn[nH]c1C1(C)CCN(Cc2cnn(C)c2)CC1,1.354339972,train,random,7,,,,
Cc1nc2ccccn2c1CC(=O)NCCCSc1ccccc1,1.417997872,train,random,7,,,,
COc1ccccc1CNC(=O)c1cnc(C2CCN(C(=O)C(C)(C)C)CC2)nc1C,0.978487458,train,random,7,,,,
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,-0.090177348,train,random,7,,,,
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,-0.396946441,train,random,7,,,,
CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,-0.28333235,train,random,7,,,,
Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,-0.375534166,train,random,7,,,,
FC(F)(F)c1nc(Nc2ccc(-n3cnnn3)cc2)c2ccccc2n1,0.053139809,train,random,7,,,,
CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,1.132859343,train,random,7,,,,
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,0.154684412,train,random,7,,,,
Cn1c(-c2ccccc2)cnc1NCc1ccccc1,-0.300197914,train,random,7,,,,
CCc1nnnn1Cc1noc2c1CCCC2,-0.101019422,train,random,7,,,,
CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.338892733,train,random,7,,,,
CCOc1ncccc1-c1cc(Cl)ccc1O,-0.225338528,train,random,7,,,,
Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1,1.142006289,train,random,7,,,,
Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,-0.143531099,train,random,7,,,,
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,0.825726869,train,random,7,,,,
Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,-0.082079165,train,random,7,,,,
CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,0.005423268,train,random,7,,,,
COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,0.027081622,train,random,7,,,,
COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0.26184523,train,random,7,,,,
Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,0.323142387,train,random,7,,,,
Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,-0.196353608,train,random,7,,,,
Cc1cccc(-c2ncc(CNCc3ccccc3-n3cccn3)cn2)c1,-0.22676709,train,random,7,,,,
COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,1.592504602,train,random,7,,,,
Clc1ccc(-c2ccc(CNCC3CCCO3)o2)c(Cl)c1,-0.204548622,train,random,7,,,,
CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,0.371628476,train,random,7,,,,
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,0.687334663,train,random,7,,,,
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,0.786160947,train,random,7,,,,
CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,0.771514668,train,random,7,,,,
Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1,1.823980535,train,random,7,,,,
COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,0.099820888,train,random,7,,,,
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,1.567166068,train,random,7,,,,
Cn1cc(C2CCN(CC(=O)N3CCc4sccc4C3)CC2)cn1,0.441134159,train,random,7,,,,
O=C(CCN1C(=O)CCC1=O)Nc1cccc2ncccc12,1.054526705,train,random,7,,,,
CCc1ccccc1NC(=O)Cn1nc(C)cc1C,-0.145285064,train,random,7,,,,
O=C(Cc1ccc(Cl)cc1)NCc1ccncc1,-0.1123879,train,random,7,,,,
Cc1nc(-c2ccccc2)ccc1C(=O)N1CCCS1(=O)=O,-0.115722102,train,random,7,,,,
Cc1cccnc1NC(=O)CCn1cnc2ccccc21,1.202175212,train,random,7,,,,
CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,-0.225310643,train,random,7,,,,
CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,-0.033352653,train,random,7,,,,
Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,-0.01066854,train,random,7,,,,
Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,0.885132227,train,random,7,,,,
CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,0.473527956,train,random,7,,,,
COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.179893138,train,random,7,,,,
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,1.451909392,train,random,7,,,,
Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,1.492225181,train,random,7,,,,
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,0.603701577,train,random,7,,,,
CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,0.70139821,train,random,7,,,,
Cc1nccn1CCNC(=O)C(C)(C)C,0.814325177,train,random,7,,,,
CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,0.056857032,train,random,7,,,,
CS(=O)(=O)CCNc1ccc2ccc(F)cc2n1,-0.186076864,train,random,7,,,,
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1,0.378228288,train,random,7,,,,
O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,0.162957515,train,random,7,,,,
O=C(CCc1nnc(-c2ccsc2)o1)N1CCCc2cc(F)c(F)cc21,-0.062662321,train,random,7,,,,
Cn1ccnc1CCNC(=O)c1cccc2cccnc12,0.895701982,train,random,7,,,,
Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,1.355354985,train,random,7,,,,
Nc1nc2ccccc2n1CCCc1ccccc1,-0.014960767,train,random,7,,,,
Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,-0.261874717,train,random,7,,,,
CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,1.576442789,train,random,7,,,,
CC(C)CN(c1ncnc2c1cnn2C)C1CC1,-0.136315042,train,random,7,,,,
O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,-0.138184752,train,random,7,,,,
CCc1cc(NCc2cccc(OCCOC)c2)ncn1,-0.082586085,train,random,7,,,,
Cn1ccnc1CN1CCN(Cc2ccc(F)cc2C#N)CC1,0.79950237,train,random,7,,,,
CCOC(=O)CNC(=O)c1ccc(O)cc1O,-0.152155262,train,random,7,,,,
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,0.12510836,train,random,7,,,,
CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,-0.247169416,train,random,7,,,,
O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1,-0.117155797,train,random,7,,,,
Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCN(c4cnccn4)CC3)c2c1C,0.969034354,train,random,7,,,,
Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.235671021,train,random,7,,,,
Cc1ccncc1-c1ccc(-c2ccn[nH]2)cc1,-0.229488133,train,random,7,,,,
CN(CC1(O)CCCC1)c1ncccn1,0.105518013,train,random,7,,,,
CCNC(=O)C1CN(c2nc(C3CC3)nc3c2CCC3)C1,1.370969319,train,random,7,,,,
Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,0.10211628,train,random,7,,,,
Cc1nn(C)c2ncc(C(=O)Nc3ccc4c(c3)CCO4)cc12,-0.243064456,train,random,7,,,,
CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,0.643130598,train,random,7,,,,
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,1.709676559,train,random,7,,,,
CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,1.218027545,train,random,7,,,,
CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,0.098776106,train,random,7,,,,
Cn1ccc(CN2C(=O)c3ccccc3C2=O)cc1=O,0.278115947,train,random,7,,,,
Cc1nc(Cn2ncc3ccccc3c2=O)cs1,-0.166907133,train,random,7,,,,
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,-0.111068517,train,random,7,,,,
COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,0.413039743,train,random,7,,,,
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,0.384046827,train,random,7,,,,
Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,-0.164551611,train,random,7,,,,
CCOc1ccc(C(=O)Nc2cnn(C3CCOCC3)c2)cn1,0.147743474,train,random,7,,,,
COc1ccc(-c2c(C)n[nH]c2C)cn1,-0.16858531,train,random,7,,,,
CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(Cc4cccs4)C3)c2n1,1.349036119,train,random,7,,,,
Cc1nc(Cl)cc(Nc2cnn(C(C)(C)C)c2)n1,-0.165074651,train,random,7,,,,
CCc1ccc2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,1.050448301,train,random,7,,,,
CC(C)NC(=O)Cn1nnnc1C(C)(C)C,0.095241,train,random,7,,,,
CCn1nc(Cc2ccc(OC)cc2)nc1Cc1sc(C)nc1C,0.324777979,train,random,7,,,,
CCONC(=O)c1cncn1-c1ccc(F)cc1,0.349871015,train,random,7,,,,
O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCCc2ccccc21,0.861703588,train,random,7,,,,
Cc1ccccc1OCCn1c(N)nc2ccccc21,0.183276025,train,random,7,,,,
Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,-0.196744354,train,random,7,,,,
Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,-0.062260208,train,random,7,,,,
COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,0.522111816,train,random,7,,,,
CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1,-0.023551889,train,random,7,,,,
CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,0.516232152,train,random,7,,,,
Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,-0.375403905,train,random,7,,,,
CN(CCc1ccccn1)c1cnc2ccccc2n1,-0.193864874,train,random,7,,,,
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,0.923784715,train,random,7,,,,
O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,0.349155017,train,random,7,,,,
CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,1.856130449,train,random,7,,,,
Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,-0.053185066,train,random,7,,,,
Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,-0.307312812,train,random,7,,,,
O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,0.205486056,train,random,7,,,,
CN(C)C(=O)c1sc2nc(C3(C)CCN(c4ncccn4)CC3)ccc2c1N,0.096234041,train,random,7,,,,
CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,0.1238409,train,random,7,,,,
Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,1.128805354,train,random,7,,,,
O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,-0.189966491,train,random,7,,,,
COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,1.731137009,train,random,7,,,,
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0.687865037,train,random,7,,,,
CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,0.358545611,train,random,7,,,,
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.117090365,train,random,7,,,,
CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,0.387457742,train,random,7,,,,
CCSCc1nc(N)c2ccccc2n1,-0.166927023,train,random,7,,,,
CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,1.490875382,train,random,7,,,,
O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,0.544452712,train,random,7,,,,
CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,1.212996707,train,random,7,,,,
Cc1csc(NC(=O)CCc2ccncc2)n1,-0.057438597,train,random,7,,,,
CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,-0.18551033,train,random,7,,,,
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,-0.156295413,train,random,7,,,,
Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,0.102569807,train,random,7,,,,
COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,-0.314692176,train,random,7,,,,
CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,1.488598503,train,random,7,,,,
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,-0.204917903,train,random,7,,,,
CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,-0.353679122,train,random,7,,,,
Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,-0.197835591,train,random,7,,,,
Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,-0.192168725,train,random,7,,,,
Cc1cccnc1CNc1ccc(C#N)cc1F,-0.280988531,train,random,7,,,,
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,0.026700372,train,random,7,,,,
Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,0.612987096,train,random,7,,,,
O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,-0.329942806,train,random,7,,,,
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,1.108277615,train,random,7,,,,
C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,0.827538202,train,random,7,,,,
CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,0.167829909,train,random,7,,,,
COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,-0.354728807,train,random,7,,,,
