SMILES,microsom_stab_r,dset,group,fold,fingerprint,molbert,molformer,physchem
Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,3.271445916,train,random,1,,,,
Nc1nnc(-c2ccc3c(c2)OCCO3)o1,1.788309812,train,random,1,,,,
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,2.949836759,train,random,1,,,,
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,1.868850077,train,random,1,,,,
CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,2.415362368,train,random,1,,,,
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,1.665796678,train,random,1,,,,
Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,1.156458285,train,random,1,,,,
CCc1c(N)cnn1-c1ccccc1C,2.217907504,train,random,1,,,,
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,3.254931209,train,random,1,,,,
CNC(=O)CN(C)c1cccc(F)c1C#N,1.181957861,train,random,1,,,,
CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,2.447496029,train,random,1,,,,
CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,2.897525378,train,random,1,,,,
COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,1.867007611,train,random,1,,,,
Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,1.954305236,train,random,1,,,,
CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,1.37794338,train,random,1,,,,
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,2.086619618,train,random,1,,,,
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,2.487220417,train,random,1,,,,
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,2.302226997,train,random,1,,,,
Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,2.094792451,train,random,1,,,,
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,2.81471827,train,random,1,,,,
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,2.124425967,train,random,1,,,,
CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,1.775544917,train,random,1,,,,
Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,2.333148909,train,random,1,,,,
COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,1.913729104,train,random,1,,,,
CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,1.724873637,train,random,1,,,,
Cc1cc(C(=O)N(C)Cc2ccsc2)no1,2.382701283,train,random,1,,,,
OCCN1CCC(c2ccncn2)CC1,1.546258799,train,random,1,,,,
CN(c1ncc(Br)cn1)C1CCS(=O)CC1,1.410541048,train,random,1,,,,
CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,1.645648201,train,random,1,,,,
COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,2.322562459,train,random,1,,,,
O=C(NCc1cc(F)cc(F)c1)c1ccccn1,1.713036691,train,random,1,,,,
CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,2.967422537,train,random,1,,,,
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,1.604139618,train,random,1,,,,
COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,3.039764983,train,random,1,,,,
Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,1.891040997,train,random,1,,,,
COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,2.625246581,train,random,1,,,,
Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,1.869654071,train,random,1,,,,
Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,2.127700734,train,random,1,,,,
CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,1.647901076,train,random,1,,,,
CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,2.37697822,train,random,1,,,,
COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,1.667714385,train,random,1,,,,
CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,2.159338557,train,random,1,,,,
N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,1.804228055,train,random,1,,,,
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,3.340824501,train,random,1,,,,
O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,1.419278183,train,random,1,,,,
CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,2.96168017,train,random,1,,,,
CN(Cc1cccnc1)Cc1ccc(C#N)o1,1.843039577,train,random,1,,,,
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2.058813073,train,random,1,,,,
Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,1.882877294,train,random,1,,,,
CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,3.0467651,train,random,1,,,,
COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,2.740063318,train,random,1,,,,
Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,2.278977548,train,random,1,,,,
CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,3.301043893,train,random,1,,,,
OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,2.057521569,train,random,1,,,,
Cc1nc(CC(=O)NCc2ccccc2)cs1,1.590696972,train,random,1,,,,
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,2.691960689,train,random,1,,,,
CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,1.715351413,train,random,1,,,,
COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,2.774065649,train,random,1,,,,
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,3.179797018,train,random,1,,,,
COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,3.0852995,train,random,1,,,,
O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,2.120439016,train,random,1,,,,
CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,3.396260039,train,random,1,,,,
CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,2.284187009,train,random,1,,,,
O=C(COCC1CC1)N1CCCc2ncccc21,1.832681319,train,random,1,,,,
O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,2.663355048,train,random,1,,,,
COCc1ccccc1CNc1ccc2nnc(-c3ccccc3)n2n1,2.619622305,train,random,1,,,,
CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,3.323269224,train,random,1,,,,
Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,1.736531949,train,random,1,,,,
CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,2.938850824,train,random,1,,,,
Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,1.284566077,train,random,1,,,,
COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,2.122215878,train,random,1,,,,
COCC(=O)Nc1nc(C)c(C)s1,1.852949412,train,random,1,,,,
CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,1.283323848,train,random,1,,,,
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,1.551913324,train,random,1,,,,
O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,1.241397042,train,random,1,,,,
Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,1.490295665,train,random,1,,,,
CCCC(=O)Nc1ccc(-n2cccn2)nc1,1.502577322,train,random,1,,,,
CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,2.675280542,train,random,1,,,,
Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,2.110377561,train,random,1,,,,
Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,2.488759353,train,random,1,,,,
Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,2.667588357,train,random,1,,,,
O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,2.62188429,train,random,1,,,,
COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,3.345169574,train,random,1,,,,
O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,3.034963171,train,random,1,,,,
O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,2.116690743,train,random,1,,,,
CCc1ccccc1-c1cn(CCc2cnccn2)nn1,2.461999462,train,random,1,,,,
O=C(NCc1ccc(F)cc1)c1ccccn1,1.3250228,train,random,1,,,,
CN1CCN(CCOc2ccccc2N)CC1,2.115344196,train,random,1,,,,
Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,1.974971994,train,random,1,,,,
CCCn1ncnc1-c1ccccc1SC,2.883842495,train,random,1,,,,
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1.691982757,train,random,1,,,,
Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,1.209032197,train,random,1,,,,
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,1.746696459,train,random,1,,,,
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,2.781462396,train,random,1,,,,
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,2.397602865,train,random,1,,,,
N#Cc1cccnc1NCCc1ccc(F)cc1,3.062367604,train,random,1,,,,
N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,3.238583242,train,random,1,,,,
Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,2.404046486,train,random,1,,,,
C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,1.551718299,train,random,1,,,,
Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,1.428750149,train,random,1,,,,
Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21,3.20146677,train,random,1,,,,
CS(=O)(=O)CCc1nc(C2(c3ccccc3)CC2)nn1-c1ccccc1,2.118403625,train,random,1,,,,
Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,3.667165383,train,random,1,,,,
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,1.317290104,train,random,1,,,,
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,2.92712748,train,random,1,,,,
COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,2.670159542,train,random,1,,,,
Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,2.611558691,train,random,1,,,,
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,1.506897209,train,random,1,,,,
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,3.067908864,train,random,1,,,,
O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,2.034443953,train,random,1,,,,
c1ccc(-c2noc(NCC3CCC3)n2)cc1,2.87011057,train,random,1,,,,
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,2.056577102,train,random,1,,,,
CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,2.577812232,train,random,1,,,,
COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,2.045510741,train,random,1,,,,
Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,1.428167203,train,random,1,,,,
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,1.757069426,train,random,1,,,,
O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,2.603805599,train,random,1,,,,
Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,2.194960894,train,random,1,,,,
CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,1.218929185,train,random,1,,,,
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,2.014104526,train,random,1,,,,
Nc1cnc(Cc2ccc(F)cc2)nc1,1.188619167,train,random,1,,,,
Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,1.213358354,train,random,1,,,,
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,2.336083316,train,random,1,,,,
O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,2.246656119,train,random,1,,,,
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,2.550428939,train,random,1,,,,
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,1.905758114,train,random,1,,,,
CS(=O)(=O)NC1CCN(C(=O)NCCc2ccc(F)cc2)CC1,1.787956123,train,random,1,,,,
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,3.084600226,train,random,1,,,,
CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,2.665527522,train,random,1,,,,
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,2.319788729,train,random,1,,,,
CCn1nccc1CNc1nnc(-c2ccc(OC)cc2)o1,1.881755446,train,random,1,,,,
Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,2.016092742,train,random,1,,,,
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,3.167644557,train,random,1,,,,
O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,2.666326999,train,random,1,,,,
O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,2.894272853,train,random,1,,,,
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,2.408757078,train,random,1,,,,
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,2.338910472,train,random,1,,,,
O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,2.678676772,train,random,1,,,,
CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,1.775457526,train,random,1,,,,
O=C(CSc1ncn[nH]1)N(C1CCCCC1)C1CCCCC1,3.149464835,train,random,1,,,,
Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,2.756963037,train,random,1,,,,
O=C(NCc1ccc2c(c1)OCCO2)c1sccc1C1CC1,3.36540093,train,random,1,,,,
NC(=O)CN1CCC(Oc2cccc(F)c2)CC1,1.854700676,train,random,1,,,,
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,2.830240837,train,random,1,,,,
COc1ccc(-c2nc(C3CCN(C(=O)c4sc(C)nc4C)CC3)[nH]c2C(N)=O)cc1,1.59601398,train,random,1,,,,
CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,2.89352708,train,random,1,,,,
Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccccc2)CC1,2.324414164,train,random,1,,,,
O=C(Nc1ccccc1-n1ccnc1)c1cccs1,1.593784333,train,random,1,,,,
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,3.619866751,train,random,1,,,,
Cc1nn(-c2ccc(F)cc2)c(Cl)c1C(=O)N1CCC(S(=O)(=O)C(C)C)CC1,1.153387979,train,random,1,,,,
CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,2.413735517,train,random,1,,,,
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,2.714295384,train,random,1,,,,
O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,2.003908383,train,random,1,,,,
N#Cc1ccccc1-c1ccc(-c2nccn2-c2cccnc2)o1,2.856567586,train,random,1,,,,
Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,2.108632666,train,random,1,,,,
COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,2.547935844,train,random,1,,,,
Cc1cc(NC(=O)CCc2c(C)nn(C)c2C)no1,1.652922888,train,random,1,,,,
CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,2.298595479,train,random,1,,,,
CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,2.1507902,train,random,1,,,,
CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,1.629715333,train,random,1,,,,
CSc1ncccc1C(=O)Nc1ccc(N2CCCCC2=O)cc1,1.251516552,train,random,1,,,,
CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,2.336153418,train,random,1,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)N1CC(n2ccnn2)C1,1.714052997,train,random,1,,,,
Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C,1.971651518,train,random,1,,,,
CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,2.565557405,train,random,1,,,,
Cc1cccn(Cc2cccc(C#N)c2)c1=O,1.459844642,train,random,1,,,,
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,1.541416977,train,random,1,,,,
CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,1.843743412,train,random,1,,,,
CCCc1cc(N2CCc3c(nc(C(C)C)n3C)C2)n2ncnc2n1,2.261824114,train,random,1,,,,
Cc1sc(NC(=O)CN2CCOC(C3CCCO3)C2)c(C)c1C,2.267669121,train,random,1,,,,
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,2.564489707,train,random,1,,,,
O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,2.767166259,train,random,1,,,,
Fc1ccc(F)c(-c2nc(C3CCOCC3)nn2-c2cccnc2)c1,1.862375899,train,random,1,,,,
Cc1nc([C@H]2CC[C@H](CNC(=O)CN3CCC(c4ccccc4)CC3)CC2)ccc1C(N)=O,2.590620063,train,random,1,,,,
O=C(NC1(c2ccccc2)CCC1)c1cc(C2CC2)on1,2.283452753,train,random,1,,,,
CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,2.97812891,train,random,1,,,,
CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,3.294209101,train,random,1,,,,
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,2.26011911,train,random,1,,,,
COc1ccc(CCn2c(C3CC3)n[nH]c2=O)cc1,2.563022817,train,random,1,,,,
Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,2.033885953,train,random,1,,,,
O=C(NC1CC1)c1cccnc1Oc1ccccc1,1.06807449,train,random,1,,,,
N#Cc1ccc(CN2CC(n3cccn3)C2)cc1,1.316138156,train,random,1,,,,
COc1ccc(C(=O)Cn2c(=O)n(-c3ccccc3F)c3nc(C)nc(C(N)=O)c32)cc1,1.880859305,train,random,1,,,,
Cc1cccc(NC(=O)c2cccc3ncccc23)c1,2.189032477,train,random,1,,,,
O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,1.467815215,train,random,1,,,,
Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,2.516203412,train,random,1,,,,
O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,1.701403906,train,random,1,,,,
CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,2.252770531,train,random,1,,,,
COc1ccc(NC(=O)c2snnc2C)c(OC)c1,2.259519818,train,random,1,,,,
Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,2.351605005,train,random,1,,,,
O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,2.59522167,train,random,1,,,,
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,2.847664567,train,random,1,,,,
C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,2.746224617,train,random,1,,,,
Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,3.144640514,train,random,1,,,,
CCC1(O)CN(c2ncnc3c2c(Br)nn3C)C1,1.546530325,train,random,1,,,,
Cc1cccc(NC(=O)c2ccc3ccccc3c2)n1,2.320545072,train,random,1,,,,
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,2.218149352,train,random,1,,,,
O=C(Nc1cccc(-c2cnco2)c1)C1(c2cccc(F)c2)CCOCC1,2.409268499,train,random,1,,,,
CC(=O)NCC1CCN(C(=O)c2cncn2-c2ccc(F)cc2)CC1,1.467030635,train,random,1,,,,
Cn1cc(CCNC(=O)N2CCc3sccc3C2)cn1,1.834827466,train,random,1,,,,
Cc1cc(CCCC(=O)NC[C@H]2CC[C@H](c3ccc(C(N)=O)c(C)n3)CC2)ccc1F,2.90742426,train,random,1,,,,
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,2.150962029,train,random,1,,,,
Cc1ccc2c(CC(=O)N(C)Cc3nnc4n3CCC4)coc2c1C,2.813301376,train,random,1,,,,
CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,2.714415269,train,random,1,,,,
COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1,2.533486077,train,random,1,,,,
CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1,2.709698107,train,random,1,,,,
Cc1sc2nc(CN3CCCC3)nc(N)c2c1C,3.440757997,train,random,1,,,,
Cc1nn(CCC#N)c(C)c1Oc1ccccc1O,2.048748576,train,random,1,,,,
OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,2.151700732,train,random,1,,,,
Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,2.365796748,train,random,1,,,,
Nc1ccc(Oc2ccccc2F)nc1,1.417604535,train,random,1,,,,
CCOC(=O)c1cccnc1-c1cccc2ccnn12,1.903442708,train,random,1,,,,
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)Nc3ccccc3)C1)CC2,1.813761073,train,random,1,,,,
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3ccc(F)cc3)C1)CC2,3.085767077,train,random,1,,,,
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,3.650157389,train,random,1,,,,
CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,3.004767908,train,random,1,,,,
Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C,3.41640083,train,random,1,,,,
CCS(=O)(=O)N1CCC(C(=O)N(C)C2CCCCCCC2)CC1,2.932890102,train,random,1,,,,
O=C(CCCc1cc(Cl)sc1Cl)N1CC[C@H](O)C1,2.703739201,train,random,1,,,,
COc1ccnc(N2CC(n3nc(C)cc3C)C2)n1,1.645540161,train,random,1,,,,
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,2.705097036,train,random,1,,,,
COc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc(C)cc3)C2)c1,3.450356591,train,random,1,,,,
Cc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)NC3CCOCC3)C2)cc1,2.764442906,train,random,1,,,,
COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1,2.80904836,train,random,1,,,,
CCc1ccc(-c2nccn2CC(=O)Nc2ccc(C)cc2F)nc1,2.795620753,train,random,1,,,,
Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,3.048810681,train,random,1,,,,
CCN(Cc1ccccc1)C(=O)c1ccc(O)cc1O,2.860846881,train,random,1,,,,
CCN(Cc1ccccc1)C(=O)c1cccnc1N,2.23981482,train,random,1,,,,
Cc1nc(-c2cc(C)on2)n(CCc2ccccc2)n1,3.597022606,train,random,1,,,,
CCCNC(=O)c1ccnc(N(C)C)c1,1.92171248,train,random,1,,,,
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1.249442961,train,random,1,,,,
CCN(C(=O)c1cc(NC(C)=O)ccc1F)C1CCCC1,3.34388635,train,random,1,,,,
Cc1ccccc1C(=O)Nc1nc(C)c(C)s1,2.447708306,train,random,1,,,,
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,1.702215059,train,random,1,,,,
COc1ccccc1C(=O)Nc1cccc(C#N)c1,1.908168566,train,random,1,,,,
Cn1ccc(NC(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)n1,2.188430657,train,random,1,,,,
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,1.919411166,train,random,1,,,,
O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,3.070491144,train,random,1,,,,
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,2.080686,train,random,1,,,,
Cc1ccc(NC(=O)C(C)(C)c2ccccc2)nc1,2.796398776,train,random,1,,,,
O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,2.123668742,train,random,1,,,,
COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,1.379740501,train,random,1,,,,
O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,1.605778955,train,random,1,,,,
CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,3.626562181,train,random,1,,,,
COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,1.730426945,train,random,1,,,,
CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O,1.453944862,train,random,1,,,,
CON(C)C(=O)CCc1c(C)nn(C)c1C,1.451279719,train,random,1,,,,
CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,2.684593146,train,random,1,,,,
COc1ccc(C)cc1-c1cccnc1O,1.423180315,train,random,1,,,,
N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,2.817485378,train,random,1,,,,
