SMILES,solubility,dset,group,fold,fingerprint,molbert,molformer,physchem
Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,-0.187086643,test,butina,4,1.202184967009999,0.75348430053,1.2964359326500006,0.5339138226699999
CCOC(=O)C1CCN(C(=O)c2cc3occc3c(Nc3ccc(F)cc3)n2)CC1,-0.055517328,test,butina,4,1.1879452367099994,1.2400983777100005,1.1390264314000003,0.9488099801899996
COc1ccccc1N1CCN(c2nc(-c3ccc(F)cc3)cc(=O)[nH]2)CC1,-0.698970004,test,butina,4,1.18177713371,0.64292499306,1.05835301233,1.1421772912100003
O=C(Nc1ccccc1)Nc1ccc(OC(F)(F)F)cc1,-0.096910013,test,butina,4,1.22847125849,0.9455083774999997,0.35391961466999994,0.54412481875
Cc1cc2ccccc2n1CC(=O)N(C)Cc1cnn(C)c1,1.67651071,test,butina,4,1.3747194367199997,1.5710740736299997,1.51618512439,1.5937782673799996
Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1,-0.48148606,test,butina,4,1.1087201027199993,0.7643696044499998,1.0185409133999999,0.5512176131399998
Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1,-0.744727495,test,butina,4,1.2426264586699998,0.6276299361800003,1.2053739754599997,0.6780364762099995
CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,-0.455931956,test,butina,4,1.1937553494499997,0.84430923022,0.7398654465399999,0.41717260752999985
Cn1cc(-c2ccnc(/C=C/c3ccc(F)cc3Br)n2)cn1,-0.167491087,test,butina,4,1.0206191739099997,1.0173001892100004,1.19107424117,0.5039892371499998
CCc1nnc2c3ccccc3nc(Nc3ccc(OC)cc3)n12,-0.853871964,test,butina,4,1.2131652447100003,0.33531908868999993,0.5766271009699997,0.75499120747
O=S(=O)(c1ccccc1Cl)N1CCCc2cnc(N3CCOCC3)nc21,0.0,test,butina,4,1.2288923892399999,1.14037176248,1.5438678727700006,1.2387064605299998
COc1ccccc1NC(=O)CSc1nc(C(C)(C)C)nc2ccccc12,-0.568636236,test,butina,4,1.1241787711900004,0.5261652780500001,0.6425383360499999,0.7136633483699997
CC(C)(C)Nc1cc(NCC2CCOCC2)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1,-0.397940009,test,butina,4,1.06446449217,0.8963259285699996,1.2678225861600003,1.26631804892
CS(=O)(=O)N1CCc2c(cccc2NC(=O)c2ccc(F)cc2)C1,-0.431798276,test,butina,4,1.2177825028600002,1.4903804601300001,1.4922354088399998,1.30538528026
C1CCN(c2nc(NC3CC3)nc(N3CCCCC3)n2)CC1,-0.207608311,test,butina,4,1.4276471302299996,1.2100103926399997,1.1833849230499998,1.2262844252000002
Cc1cccc(CNc2cccc3c2CCN(S(C)(=O)=O)C3)c1,-0.455931956,test,butina,4,1.45938731404,1.47105483823,1.2796872265,1.4349910771199998
O=C(Cn1cccc(C(=O)Nc2cccc(-n3cccn3)c2)c1=O)NC1CCCCC1,-0.096910013,test,butina,4,1.1754331618899996,1.3942581349100005,1.5332744396900002,1.1124392230900002
COc1cc(OC)cc(-n2c(S)nnc2COc2cccc3ccccc23)c1,-0.552841969,test,butina,4,1.06111051291,0.4789027428000001,0.76529359795,0.12733578122000005
Cc1ccc(CC(=O)NCc2cccc(C(=O)Nc3ccccc3)c2)cc1,-0.420216403,test,butina,4,1.1221639565999997,1.11523233795,1.2219563457599996,0.6780950251899999
O=c1c(=O)n(-c2ccc(F)c(F)c2)ccn1Cc1ccccc1Cl,-0.431798276,test,butina,4,1.2893908195500003,0.7689041172400003,1.1420405669399998,1.1381475861499997
Cc1ccc(Cn2ccn(-c3ccc(F)c(F)c3)c(=O)c2=O)cc1,-0.455931956,test,butina,4,1.2148495562700004,0.90387211835,1.24118747211,1.0549804932599998
CCC(C)(C)c1ccc(Oc2ccc(NC(=O)CSc3cccc[n+]3[O-])cc2)cc1,-0.346787486,test,butina,4,1.2640215104699999,0.7240789782099997,0.50931835393,0.5834633581800003
COc1cccc(-n2c(S)nnc2COc2cccc3ccccc23)c1,-0.585026652,test,butina,4,1.1478281215899997,0.7166874229999999,0.67176681435,0.05180365348999999
N#Cc1c(N)nc(SCC(N)=O)c(C#N)c1-c1ccc(OCC2CC2)cc1,-0.283996656,test,butina,4,1.0815741398299996,0.6640676366999998,1.1558690643600003,0.6563596175599998
Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,-0.119186408,test,butina,4,0.7411033312500002,0.49565364486999997,0.5417056068000001,0.27919328736
Cc1cc(F)ccc1S(=O)(=O)N1CCCc2cnc(N3CCOCC3)nc21,-0.508638306,test,butina,4,1.3390052518,1.1382872096399999,1.561879169300001,1.2563712331999999
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0.565257343,test,butina,4,1.0978649791200008,0.7275092245699999,0.7220008672399995,0.7736025481400002
Cc1cccc2c(=O)n(CCC(=O)Nc3cc(C4CC4)n[nH]3)cnc12,0.916980047,test,butina,4,1.2631864058,1.4346406521900001,1.3813550822200003,1.15092213956
CNC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1cccc(CN(C)C)c1)c1ccccc1,0.923761961,test,butina,4,1.47910834391,1.0294032479,1.1188762299200006,0.9074577890299999
N#Cc1ncn(Cc2ncc(-c3ccccc3)s2)c1C#N,1.647871765,test,butina,4,1.2284955381500002,1.1094912315299996,1.10815080745,0.7553059874999998
CCn1c(=O)c2c(nc3n2CCN3c2cc(C)cc(C)c2)n(C)c1=O,-0.301029996,test,butina,4,1.2123601132299997,0.9595163091700003,1.3715172874899997,1.3441395321299998
CN(c1ccccc1)S(=O)(=O)c1csc(C(=O)Nc2ccc(C(=O)O)cc2)c1,1.904607364,test,butina,4,1.2058282737300001,0.7212733711900001,1.1654784014800001,0.9676423178300001
CCCCCCCCc1ccc2c(c1)CC[C@@H](C(N)(CO)CO)C2,-0.091514981,test,butina,4,1.3743149601600004,1.3507227338799999,1.0294609925299998,1.17652894693
Cc1ccc(NC(=O)c2nn(-c3ccccc3)nc2C)cc1,-0.537602002,test,butina,4,1.06021262554,0.35150010644999985,1.1208353717600001,0.7432359396900001
NCCOc1cccc(C(F)(F)F)n1,1.337459261,test,butina,4,1.1006096225399997,1.2799240895599997,1.1481251109700004,1.2873392323400006
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,-0.397940009,test,butina,4,1.3115519543500003,0.12150700106999998,0.76233458716,0.25184307598
COc1ccc(C2=N/C(=C/c3cc4ccccc4n3C(C)=O)C(=O)O2)cc1,0.369215857,test,butina,4,0.37572256774,0.41771553211999984,1.0776181624199996,0.3906228842100001
Cc1cc(OCc2cc(C#N)ccc2F)ccc1N,1.40534636,test,butina,4,1.2846418046799999,1.0688404205099997,1.3687786510500002,1.1787451350300002
CC1(C)CN(C(=O)c2cscn2)CCS1(=O)=O,1.601081728,test,butina,4,1.5417339305299995,1.5423868032600005,1.5003551037399998,1.6598843988399998
Clc1cccc(Nc2ncnc3[nH]ncc23)c1Cl,0.509874285,test,butina,4,0.9922078768599999,1.0317020460599995,0.8328068835799998,0.7799161047400003
CN(C)S(=O)(=O)N(C1CCCC1)C1CC1,1.513350799,test,butina,4,1.4666212550799995,1.4313259587300002,1.3578352050099993,1.4093384233700001
CCn1nccc1-c1n[nH]c(=O)n1Cc1ccccc1,1.430719888,test,butina,4,1.2040208472,1.38257382385,1.3634495408199998,1.3494860681699996
Cc1cccc2cc(C(N)=S)/c(=N/Nc3ccccc3)oc12,-0.318758763,test,butina,4,0.9420951424499997,0.45713857832999977,0.5970369976500001,0.5576414664200001
CCc1cc2c(N3CCN(Cc4nccn4C)CC3)ncnc2s1,1.82445127,test,butina,4,1.0294227898700001,1.6418463538700008,1.618038989089999,1.6495657983300007
O=C(Nc1ccn(-c2ncccc2Cl)n1)c1csnn1,1.454692449,test,butina,4,1.1473935327200002,1.0844143831299997,1.0533424579200001,1.0178912682699996
N#Cc1nncn1CC(=O)Nc1ccc2ccccc2c1,1.357172258,test,butina,4,1.07522099783,0.9250362289499998,0.78020051876,0.8107285111099999
Cc1nn(-c2ccccc2)c(C)c1CN,1.305995883,test,butina,4,1.4865245679199994,1.2907109601900004,1.3167923308199996,1.4232079570199994
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CNC1,1.5132176,test,butina,4,1.2279773176700006,1.3876645427799996,1.2041246282800004,1.3637277890399995
O=C(c1cc(-c2ccccc2)[nH]n1)N1CCc2ccccc21,-0.075720714,test,butina,4,1.2870238868899997,0.8112318555100001,1.2067634862099994,1.0261898065799995
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,1.628695383,test,butina,4,1.1294336524500004,0.9146767467400002,1.03971458274,1.1088584379199995
Cc1nc(C(=O)NC2CC2)ccc1C#N,1.558348509,test,butina,4,1.3666788530299996,1.3182925383900004,1.3055396580400005,1.4501479697300004
O=C1NC2(CCCC2)C(=O)N1Cc1ccccc1F,1.648750213,test,butina,4,1.5608053596999998,1.4121181333700001,1.4623665952200005,1.4577593201900003
O=C(Cc1csc(-c2ccc(F)c(F)c2)n1)NCC(F)(F)F,-0.443697499,test,butina,4,1.4103886543899995,1.5054530284599996,0.96005989512,1.1876148326999998
CCOc1ccccc1NC(=O)C(=O)NCc1ccccc1F,-0.468521083,test,butina,4,1.1944301777199997,1.1094531067000002,1.2947858125799996,1.4061479883299999
N#CCc1ccc(NC(=O)C2CC2)cc1,1.485011215,test,butina,4,1.2560318278,1.3404281323400002,1.36027819791,1.4671294090099993
Cc1ccc2c(CC(=O)N(C)CC(N)=O)coc2c1C,1.542949849,test,butina,4,1.4991983446300003,1.6585224374900007,0.9852234145300001,1.5961619623399996
O=C(CCCNC(=O)NC1CCCCC1)Nc1cc(C2CC2)n[nH]1,1.641969598,test,butina,4,1.257124211240001,1.35873072782,1.3864108814300002,1.4414573464699998
Cn1cc(C(=O)O)c(-c2cccnc2)n1,1.610873,test,butina,4,1.57100593986,1.5208726624599995,1.51427694309,1.45043189565
Cc1ccc(C)n1-c1ccc(CNS(C)(=O)=O)cc1,1.383815366,test,butina,4,1.17005199527,1.47389156228,1.3750248794000006,1.5157118824699998
COc1ccc(Nc2nc3ccccc3c3nncn23)cc1,-0.853871964,test,butina,4,0.5145477961100001,0.062050180909999995,0.00455196106999999,0.40496728028999995
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.773786445,test,butina,4,1.25812168492,1.30993710349,0.9696788297000001,1.4466873429200007
COc1ccc(CN(C)C(=O)C2(C#N)CCC2)cc1,1.752662943,test,butina,4,1.5781554851500004,1.55385986158,1.5348092134700004,1.5743552033999995
Cc1cc(NC(=O)CN(C)c2c(F)cccc2F)on1,1.84135947,test,butina,4,1.53168166762,1.2684000600699996,1.4848133097899996,1.5296972796500008
CCC(C)(C)c1ccc(Oc2ccc(NC(=O)Nc3ccccc3OC)cc2)cc1,-0.366531544,test,butina,4,1.2119669015899994,0.59419850367,0.63573937846,0.5273923850300001
CCCn1c(=O)c2c(nc3n2CCN3c2ccc(C)cc2)n(C)c1=O,-0.823908741,test,butina,4,1.3278328694000003,0.8888997580600007,1.2715501243500003,1.3456574778599997
N#Cc1ccc(OCc2nnc(S)n2-c2ccccc2)cc1,1.659821158,test,butina,4,1.2497113684600003,1.0525126406,1.2233446299000001,0.50898678099
COc1ccccc1-c1nc(-c2ccc(NC(C)=O)cc2)c(C)s1,-0.13667714,test,butina,4,0.9411081190800001,0.9706388669200006,0.55457790825,0.9804799532400004
CN(Cc1cnccn1)C(=O)c1cc(-c2ccc(F)cc2)on1,1.203848464,test,butina,4,1.4644623610800003,1.4747360996000005,1.3327873385800004,1.5455387720700005
O=C(COc1ccc(F)cc1F)N1CCNC1=O,1.98686127,test,butina,4,1.53945623235,1.5309444392799991,1.4204896400100007,1.5007479293499997
CC(C)NS(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)NC(C)C)ccc12,-0.327902142,test,butina,4,1.2702712908900002,0.87577525871,0.7670523030000002,0.7725881332400002
O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1cc(COc2ccc(F)cc2)on1,1.214048679,test,butina,4,0.8059429257699999,0.57861092971,0.9704847913999994,0.6725466663999997
Nc1ccc(N2C(=O)CCCC2=O)cc1,1.447158031,test,butina,4,1.33572468206,1.41913205166,1.4670160870199995,1.4158960844000004
CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,-0.004364805,test,butina,4,0.8751233881200001,1.33821349384,1.09189071641,1.16234751035
N#CCn1c(C(=O)O)cc2ccccc21,1.618152733,test,butina,4,1.32619419465,1.2460013179,0.8738454228999999,1.3935874034099998
COc1cc(OCc2ccccn2)ccc1/C=C/c1cc(/C=C/c2ccc3cc[nH]c3c2)[nH]n1,-0.214670165,test,butina,4,1.06210996533,0.5137917189799999,1.0194964252300005,0.29028411600000004
CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,0.089905111,train,random,5,,,,
CCOc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1cccc(C(F)F)n1,0.550228353,train,random,5,,,,
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,1.657055853,train,random,5,,,,
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,1.033423755,train,random,5,,,,
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.93399,train,random,5,,,,
COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,1.751610089,train,random,5,,,,
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1.818225894,train,random,5,,,,
N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,1.414137362,train,random,5,,,,
CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,1.726482697,train,random,5,,,,
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.729974286,train,random,5,,,,
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,1.229809783,train,random,5,,,,
Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,1.475235223,train,random,5,,,,
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,0.380211242,train,random,5,,,,
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,0.342422681,train,random,5,,,,
O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,1.610127613,train,random,5,,,,
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1.538196578,train,random,5,,,,
CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,0.397940009,train,random,5,,,,
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.810232518,train,random,5,,,,
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.75089392,train,random,5,,,,
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,1.553276046,train,random,5,,,,
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1.548389418,train,random,5,,,,
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,0.774516966,train,random,5,,,,
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,1.399673721,train,random,5,,,,
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,1.653212514,train,random,5,,,,
Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,1.465382851,train,random,5,,,,
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,1.247359422,train,random,5,,,,
Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,1.522444234,train,random,5,,,,
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,1.601516784,train,random,5,,,,
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,1.51851394,train,random,5,,,,
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,1.559308011,train,random,5,,,,
COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,1.729974286,train,random,5,,,,
Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,1.722633923,train,random,5,,,,
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,1.780317312,train,random,5,,,,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.614833965,train,random,5,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,1.924795996,train,random,5,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,1.761927838,train,random,5,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.759667845,train,random,5,,,,
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,1.710117365,train,random,5,,,,
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,1.84260924,train,random,5,,,,
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,1.793790385,train,random,5,,,,
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,1.645422269,train,random,5,,,,
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,1.718667735,train,random,5,,,,
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1.716837723,train,random,5,,,,
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,1.361727836,train,random,5,,,,
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.514149134,train,random,5,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,1.260071388,train,random,5,,,,
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,1.62324929,train,random,5,,,,
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,1.710117365,train,random,5,,,,
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,0.69019608,train,random,5,,,,
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,1.372175286,train,random,5,,,,
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,1.620136055,train,random,5,,,,
Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,0.880813592,train,random,5,,,,
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.11058971,train,random,5,,,,
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,1.651278014,train,random,5,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,1.155336037,train,random,5,,,,
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.662757832,train,random,5,,,,
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.780605306,train,random,5,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.456366033,train,random,5,,,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.409764104,train,random,5,,,,
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1.673020907,train,random,5,,,,
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,1.82672252,train,random,5,,,,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,1.480006943,train,random,5,,,,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,1.702430536,train,random,5,,,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.720159303,train,random,5,,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.607455023,train,random,5,,,,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,1.759667845,train,random,5,,,,
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,1.596926814,train,random,5,,,,
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,1.630936119,train,random,5,,,,
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,0.568201724,train,random,5,,,,
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,0.439332694,train,random,5,,,,
O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1,0.041392685,train,random,5,,,,
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,1.660865478,train,random,5,,,,
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.729002709,train,random,5,,,,
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.811239773,train,random,5,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.663229635,train,random,5,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,0.579783597,train,random,5,,,,
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.770115295,train,random,5,,,,
N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,1.555094449,train,random,5,,,,
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,1.660960292,train,random,5,,,,
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.770852012,train,random,5,,,,
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.837525309,train,random,5,,,,
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.672097858,train,random,5,,,,
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,1.766115283,train,random,5,,,,
Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,1.690284703,train,random,5,,,,
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,1.279210513,train,random,5,,,,
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,1.906873535,train,random,5,,,,
CCn1ncnc1-c1[nH]cnc1-c1ccccc1,1.362293938,train,random,5,,,,
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,1.350248018,train,random,5,,,,
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,1.517063873,train,random,5,,,,
Cc1cc(CN(C)Cc2cscn2)no1,1.457124626,train,random,5,,,,
Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,1.434568904,train,random,5,,,,
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,1.611723308,train,random,5,,,,
c1ccc(-c2noc(NC3CC3)n2)cc1,1.451786436,train,random,5,,,,
Cc1nn(C)c2sc(C(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)cc12,1.867644234,train,random,5,,,,
COc1cc(OC)cc(-c2nnc(SCC(=O)Nc3cccc(C(=O)O)c3)s2)c1,1.591064607,train,random,5,,,,
O=C(CSc1nccn1C1CC1)Nc1c(Cl)cc(Cl)cc1C(=O)O,0.385606274,train,random,5,,,,
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,1.57054294,train,random,5,,,,
COc1ccc(CCC(=O)N2CCCNCC2)cc1,1.552668216,train,random,5,,,,
Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,1.826851948,train,random,5,,,,
O=C(CSc1nc2nc(O)cc(O)c2s1)c1ccc(-c2ccccc2)cc1,0.84509804,train,random,5,,,,
C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,1.562530769,train,random,5,,,,
CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,1.682325619,train,random,5,,,,
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,1.546542663,train,random,5,,,,
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,1.62838893,train,random,5,,,,
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,1.870813424,train,random,5,,,,
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1.703549298,train,random,5,,,,
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,1.743274524,train,random,5,,,,
Cc1ccc(C(=O)N2CCN(C(=O)NCC(=O)N3CCCC3)CC2)cc1F,1.87875152,train,random,5,,,,
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,1.674585602,train,random,5,,,,
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,1.642068627,train,random,5,,,,
CC(C)CNc1nnc(SCc2ccncc2)s1,1.680788612,train,random,5,,,,
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,1.59900924,train,random,5,,,,
Cc1nn(-c2ccc(C(=O)O)cc2C#Cc2ccccc2)c(C)c1C,1.666424373,train,random,5,,,,
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,1.823637222,train,random,5,,,,
