SMILES,microsom_stab_h,dset,group,fold,fingerprint,molbert,molformer,physchem
Cc1ccc(CNC/C=C/c2ccccc2)cn1,1.454646716,train,random,1,,,,
CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,0.913336926,train,random,1,,,,
CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,1.590563209,train,random,1,,,,
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.028327198,train,random,1,,,,
Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,1.37821615,train,random,1,,,,
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,1.796761608,train,random,1,,,,
CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,0.686546899,train,random,1,,,,
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,1.105237601,train,random,1,,,,
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1.444481995,train,random,1,,,,
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,2.492268562,train,random,1,,,,
Cc1nc(CC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc(NC2CCCC2)n1,0.998172122,train,random,1,,,,
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,0.950316164,train,random,1,,,,
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,2.184671561,train,random,1,,,,
Cc1nn(C)cc1CNc1nc(-c2cnccn2)nc2sc3c(c12)CCCC3,2.436401205,train,random,1,,,,
CCOc1ccc(-c2csc(N)n2)cc1,2.008761938,train,random,1,,,,
CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,2.6977575,train,random,1,,,,
CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,1.788642017,train,random,1,,,,
Cc1nccc(-c2cccc(-n3ccnc3C(C)C)c2)n1,1.549260818,train,random,1,,,,
CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,1.294840836,train,random,1,,,,
Clc1snnc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,2.021615112,train,random,1,,,,
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,1.337279516,train,random,1,,,,
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,1.48814161,train,random,1,,,,
Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,2.096037073,train,random,1,,,,
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,0.906011625,train,random,1,,,,
COc1ccc(Br)c(-c2nnc(N)o2)c1,1.215426048,train,random,1,,,,
CCCn1ccnc1CNc1nc2c(s1)c(C)nn2C,0.829239428,train,random,1,,,,
Cc1nn(C)c2nc(N3CCN(C)C[C@@H]3c3ccccc3)sc12,1.266419866,train,random,1,,,,
Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,2.271330371,train,random,1,,,,
CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,0.781180721,train,random,1,,,,
Cn1c(-c2ccccc2)cnc1NCc1ccccc1,2.704214884,train,random,1,,,,
CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.229015943,train,random,1,,,,
CCOc1ncccc1-c1cc(Cl)ccc1O,1.77755006,train,random,1,,,,
Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1,1.64086885,train,random,1,,,,
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,1.44120795,train,random,1,,,,
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,2.116381905,train,random,1,,,,
CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,1.597409949,train,random,1,,,,
COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,1.800201391,train,random,1,,,,
COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,1.333265861,train,random,1,,,,
COc1ccc(OC)c(-c2cc(C(=O)N3CCCN(C(C)=O)CC3)no2)c1,1.109004508,train,random,1,,,,
Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,1.049992857,train,random,1,,,,
Cc1cccc(-c2ncc(CNCc3ccccc3-n3cccn3)cn2)c1,2.481132922,train,random,1,,,,
COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,0.97735773,train,random,1,,,,
Clc1ccc(-c2ccc(CNCC3CCCO3)o2)c(Cl)c1,1.743149009,train,random,1,,,,
O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,1.459377408,train,random,1,,,,
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,2.261786087,train,random,1,,,,
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,1.422031431,train,random,1,,,,
CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,0.806654724,train,random,1,,,,
COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,2.43432774,train,random,1,,,,
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,1.324817275,train,random,1,,,,
CCc1ccccc1NC(=O)Cn1nc(C)cc1C,1.401934464,train,random,1,,,,
CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21,1.84221595,train,random,1,,,,
O=C(Cc1cccc2ccccc12)NCc1nnc2n1-c1ccccc1CC2,2.378554146,train,random,1,,,,
CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,1.058995094,train,random,1,,,,
CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,2.662653022,train,random,1,,,,
O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,1.426136989,train,random,1,,,,
CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,1.735774498,train,random,1,,,,
COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.241150355,train,random,1,,,,
COc1ccc(F)c(CN2CCC(Cc3noc(C)n3)CC2)c1,1.304576689,train,random,1,,,,
Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,0.740204736,train,random,1,,,,
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,1.802363174,train,random,1,,,,
CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,2.105251234,train,random,1,,,,
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1,1.786687551,train,random,1,,,,
COc1cc(CNc2nnn[nH]2)cc(Br)c1OCc1ccc(Cl)cc1,1.020858282,train,random,1,,,,
Cn1ccnc1CCNC(=O)c1cccc2cccnc12,1.058843415,train,random,1,,,,
Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,1.902481549,train,random,1,,,,
Nc1nc2ccccc2n1CCCc1ccccc1,1.12577395,train,random,1,,,,
Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,2.086156875,train,random,1,,,,
CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,1.442181775,train,random,1,,,,
O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,3.000683042,train,random,1,,,,
Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,1.196037941,train,random,1,,,,
CCc1cc(NCc2cccc(OCCOC)c2)ncn1,0.967641564,train,random,1,,,,
Cn1c(=O)n(Cc2cccc(OC(F)F)c2)c2cnccc21,1.017033339,train,random,1,,,,
N#CC1(C(=O)N2CCN(Cc3ccccn3)CC2)CCCCC1,1.030680664,train,random,1,,,,
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,1.059714846,train,random,1,,,,
Cc1ccncc1-c1ccc(-c2ccn[nH]2)cc1,1.02201574,train,random,1,,,,
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,1.340741475,train,random,1,,,,
CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,0.92556991,train,random,1,,,,
CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,1.707289071,train,random,1,,,,
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,1.926902963,train,random,1,,,,
COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,1.880035738,train,random,1,,,,
Cc1ccnc(-n2nccc2NC(=O)N2CCCN(C)CC2)c1,1.121494186,train,random,1,,,,
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,0.71432976,train,random,1,,,,
Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,1.009025742,train,random,1,,,,
CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(Cc4cccs4)C3)c2n1,1.506505032,train,random,1,,,,
O=C(/C=C/c1ccc(Cl)cc1)N1CCC2(CC1)CN(Cc1ccc(Cl)c(Cl)c1)C(=O)O2,1.358296608,train,random,1,,,,
Cc1cc(N)n(-c2ncnc3sc(C)c(-c4ccc(Cl)cc4)c23)n1,1.974212235,train,random,1,,,,
CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,2.517362192,train,random,1,,,,
CCc1ccc2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,2.156424963,train,random,1,,,,
CCn1nc(Cc2ccc(OC)cc2)nc1Cc1sc(C)nc1C,1.330170175,train,random,1,,,,
O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCCc2ccccc21,2.408785883,train,random,1,,,,
Cc1ccccc1OCCn1c(N)nc2ccccc21,1.280305143,train,random,1,,,,
Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,0.859198362,train,random,1,,,,
CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1,2.259849412,train,random,1,,,,
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.09871985,train,random,1,,,,
O=C(NCCN1C(=O)CSC1=O)c1cc(Cl)c2c(c1)OCO2,1.114210528,train,random,1,,,,
CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,2.391108084,train,random,1,,,,
COc1ccc(Nc2ncnc3sccc23)c(OC)c1,1.951084836,train,random,1,,,,
Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,1.582381577,train,random,1,,,,
CN(CCc1ccccn1)c1cnc2ccccc2n1,1.936086275,train,random,1,,,,
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,0.720407401,train,random,1,,,,
O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,1.222690465,train,random,1,,,,
CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,2.299814443,train,random,1,,,,
Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,1.94888222,train,random,1,,,,
Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,1.442401369,train,random,1,,,,
CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,2.243856233,train,random,1,,,,
Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,1.383833312,train,random,1,,,,
O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,2.214290034,train,random,1,,,,
COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,1.035509785,train,random,1,,,,
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0.948706309,train,random,1,,,,
Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,2.410677714,train,random,1,,,,
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.788168371,train,random,1,,,,
CCSCc1nc(N)c2ccccc2n1,1.481471294,train,random,1,,,,
CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,2.011138895,train,random,1,,,,
O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,1.635182049,train,random,1,,,,
CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,2.161347036,train,random,1,,,,
Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,1.222742476,train,random,1,,,,
COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,1.648516134,train,random,1,,,,
Fc1ccccc1CN1CCN(c2ncccn2)CC1,1.927878283,train,random,1,,,,
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,1.013805927,train,random,1,,,,
CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,1.943261973,train,random,1,,,,
CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,1.327174959,train,random,1,,,,
Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,2.081761239,train,random,1,,,,
Cc1cccnc1CNc1ccc(C#N)cc1F,1.517354274,train,random,1,,,,
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,2.17668439,train,random,1,,,,
O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,1.894703653,train,random,1,,,,
Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,1.073058161,train,random,1,,,,
Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,2.263813537,train,random,1,,,,
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,2.100329182,train,random,1,,,,
CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,1.079904468,train,random,1,,,,
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,0.853637382,train,random,1,,,,
CCc1c(N)cnn1-c1ccccc1C,0.909235003,train,random,1,,,,
Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,1.799071617,train,random,1,,,,
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,2.527626035,train,random,1,,,,
O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,1.939499285,train,random,1,,,,
CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.330088946,train,random,1,,,,
Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,1.538598866,train,random,1,,,,
COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,1.050689028,train,random,1,,,,
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,1.657199319,train,random,1,,,,
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,1.69720318,train,random,1,,,,
Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,0.975891136,train,random,1,,,,
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,2.60607381,train,random,1,,,,
Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,1.217483944,train,random,1,,,,
CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,1.71393553,train,random,1,,,,
Cc1cc(C(=O)N(C)Cc2ccsc2)no1,1.042575512,train,random,1,,,,
COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,1.849271962,train,random,1,,,,
O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,2.052963129,train,random,1,,,,
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,0.831357785,train,random,1,,,,
COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,1.360233561,train,random,1,,,,
Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,1.567155811,train,random,1,,,,
CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,1.016991578,train,random,1,,,,
CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,1.51506541,train,random,1,,,,
N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,1.126358727,train,random,1,,,,
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,1.967187475,train,random,1,,,,
CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,1.329682569,train,random,1,,,,
Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,0.818357878,train,random,1,,,,
Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,1.001171015,train,random,1,,,,
OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,1.19044376,train,random,1,,,,
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,0.781611782,train,random,1,,,,
COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,1.398183146,train,random,1,,,,
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,2.189582946,train,random,1,,,,
CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,0.827821428,train,random,1,,,,
CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,0.984302232,train,random,1,,,,
O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,2.212131649,train,random,1,,,,
CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,2.900687678,train,random,1,,,,
Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,1.058350092,train,random,1,,,,
O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,0.908699432,train,random,1,,,,
COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,1.494766629,train,random,1,,,,
COCC(=O)Nc1nc(C)c(C)s1,1.277288245,train,random,1,,,,
Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,1.706248252,train,random,1,,,,
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,0.890253305,train,random,1,,,,
CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,2.197947343,train,random,1,,,,
Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,0.814380794,train,random,1,,,,
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,1.084039781,train,random,1,,,,
Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,1.284453294,train,random,1,,,,
Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,2.016958166,train,random,1,,,,
O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,1.711284074,train,random,1,,,,
Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,1.69904817,train,random,1,,,,
CCc1ccccc1-c1cn(CCc2cnccn2)nn1,1.393329472,train,random,1,,,,
CN1CCN(CCOc2ccccc2N)CC1,0.904499155,train,random,1,,,,
CCCn1ncnc1-c1ccccc1SC,1.916432891,train,random,1,,,,
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1.335197045,train,random,1,,,,
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,1.145910834,train,random,1,,,,
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.748141493,train,random,1,,,,
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,1.694429691,train,random,1,,,,
c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,1.972836686,train,random,1,,,,
Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,0.932270776,train,random,1,,,,
C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,0.879841056,train,random,1,,,,
CS(=O)(=O)CCc1nc(C2(c3ccccc3)CC2)nn1-c1ccccc1,0.7513561,train,random,1,,,,
Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,1.804405246,train,random,1,,,,
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,0.888235673,train,random,1,,,,
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,1.841709768,train,random,1,,,,
COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,1.429832996,train,random,1,,,,
Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,2.020460728,train,random,1,,,,
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,0.771587481,train,random,1,,,,
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,2.552589136,train,random,1,,,,
c1ccc(-c2noc(NCC3CCC3)n2)cc1,2.075900822,train,random,1,,,,
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,1.02796086,train,random,1,,,,
CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,2.011430872,train,random,1,,,,
COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,2.220395778,train,random,1,,,,
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,0.685204134,train,random,1,,,,
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,0.92319219,train,random,1,,,,
COc1ccc(CNCc2cccc3ccccc23)cc1,2.286790932,train,random,1,,,,
Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,1.311690301,train,random,1,,,,
O=C(CCNc1ncccn1)N1CCc2ccccc2C1,1.394083776,train,random,1,,,,
Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,0.837714668,train,random,1,,,,
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,1.467474911,train,random,1,,,,
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,1.114644339,train,random,1,,,,
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,0.909181476,train,random,1,,,,
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,1.154180432,train,random,1,,,,
CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,1.336679827,train,random,1,,,,
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,1.347661709,train,random,1,,,,
Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,1.174350597,train,random,1,,,,
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,2.08705699,train,random,1,,,,
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,1.336619813,train,random,1,,,,
O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,2.072062313,train,random,1,,,,
O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,2.121999497,train,random,1,,,,
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,1.10761693,train,random,1,,,,
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,1.002856926,train,random,1,,,,
O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,1.119816546,train,random,1,,,,
CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,0.814247596,train,random,1,,,,
Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,0.987934265,train,random,1,,,,
CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,0.69399061,train,random,1,,,,
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,1.322880573,train,random,1,,,,
CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,2.255940322,train,random,1,,,,
Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccccc2)CC1,0.786751422,train,random,1,,,,
O=C(Nc1ccccc1-n1ccnc1)c1cccs1,1.042457375,train,random,1,,,,
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,2.817525045,train,random,1,,,,
CSc1ccc(-c2ccc3n(c2=O)C[C@@H]2CNC[C@H]3C2)cc1,0.699490845,train,random,1,,,,
CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,1.557338745,train,random,1,,,,
CON(C)C(=O)c1cccc2c(C)c(C)[nH]c12,2.051449671,train,random,1,,,,
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,0.917610526,train,random,1,,,,
N#Cc1ccccc1-c1ccc(-c2nccn2-c2cccnc2)o1,1.943993816,train,random,1,,,,
Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,1.810326627,train,random,1,,,,
COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,0.702344358,train,random,1,,,,
CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,1.713624927,train,random,1,,,,
CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,1.174699288,train,random,1,,,,
OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,0.845903839,train,random,1,,,,
CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,1.486246237,train,random,1,,,,
Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C,1.877521077,train,random,1,,,,
CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,0.960470778,train,random,1,,,,
Cc1nc(C)c2c(C)c(C(=O)N(C)Cc3ccc(C)o3)sc2n1,1.556037017,train,random,1,,,,
CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,0.921842481,train,random,1,,,,
CCCc1cc(N2CCc3c(nc(C(C)C)n3C)C2)n2ncnc2n1,1.155244917,train,random,1,,,,
CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,1.419294722,train,random,1,,,,
Cc1sc(NC(=O)CN2CCOC(C3CCCO3)C2)c(C)c1C,1.10561236,train,random,1,,,,
Cn1ccnc1CNc1cc(Br)ccc1-n1cccn1,1.49931585,train,random,1,,,,
O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,1.444372736,train,random,1,,,,
