SMILES,Standard Value,dset,group,fold,astrazeneca_PPB_cbert_mlm-bert-100,astrazeneca_PPB_cbert_mlm-bert-30,astrazeneca_PPB_cbert_mlm-bert-60,astrazeneca_PPB_cbert_none-bert-0,astrazeneca_PPB_mlm_mlm-bert-100,astrazeneca_PPB_mlm_mlm-bert-30,astrazeneca_PPB_mlm_mlm-bert-60,astrazeneca_PPB_mlm_none-bert-0,astrazeneca_PPB_mtr_mlm-bert-100,astrazeneca_PPB_mtr_mlm-bert-30,astrazeneca_PPB_mtr_mlm-bert-60,astrazeneca_PPB_mtr_mtr-bert-100,astrazeneca_PPB_mtr_mtr-bert-30,astrazeneca_PPB_mtr_mtr-bert-60,astrazeneca_PPB_mtr_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,1.9176105257498672,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,1.9458732437698232,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c2ccc(-c3nnc(SCC(=O)N4CCCc5ccccc54)o3)cc2c1C,1.9977357765978985,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(-c2cc3ccccc3o2)oc(=O)c(C)c1O,1.9988693638823445,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1.999608958971417,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(CC(=O)O)c2cc(F)ccc2n1Cc1nc2ccccc2s1,1.992686039162128,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,1.9963117472704064,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,1.990161192898479,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,1.9845273133437928,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,1.934431811226138,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,1.965295795811656,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,1.985201858364572,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,1.9539812448362324,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,1.9777693180915743,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,1.845953331638668,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,1.9754940343406264,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,1.9929950984313416,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,1.98344585734134,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,1.992015449463293,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,1.997055641309719,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O,1.9866322943162964,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,1.994449137014036,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)ccn1,1.9962664425202976,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN,1.8411376816158127,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1,1.7506368972681583,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(=O)n(-c2ccccc2)n1C,1.308106258014478,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1,1.9929950984313416,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C)c(Cn2ccc3c(/C=N/NC(=O)c4ccc(O)c(C#N)c4)cccc32)c1C,1.990439631177332,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1,1.9845273133437928,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(S(=O)(=O)NCc2ccncc2)c(C)c1,1.932803146523704,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1,1.9858304898583925,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cncs3)c2)c1,1.9982593384236984,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(SCC(N)=O)n1,1.326540668516562,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,1.7961079654953258,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1,1.5192530152085162,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,1.9994133057977104,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,1.9374677396433773,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,1.9841671271469885,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,1.888326918749588,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,1.721158236038223,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1Oc1cccc2c(=O)cc(N3CCOCC3)[nH]c12,1.984064463235758,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(I)cc2c1NC(C(=O)O)C1CC=CC21,1.998039894891376,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,1.909353091037449,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,1.918927994512172,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,1.828445426924617,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,1.961231197044663,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)ncc2Cl)n[nH]1,1.9960736544852755,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1,1.9841671271469885,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,1.976258249257045,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,1.8980881210830145,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)cnc2C)n[nH]1,1.9242792860618816,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1,1.96208508051736,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,1.961231197044663,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1,1.8572721735640407,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2F)n[nH]1,1.723291446477584,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,1.9734049744100608,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,1.9903832589062336,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,1.872139549395224,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1,1.9855162878527155,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1.9466543918080088,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C,1.9908270505674788,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2[nH]cnc2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.971600520230059,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2c(C)nn(C)c2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.992155711042617,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2c[nH]cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9772662124272928,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(=O)NCc3cn(C)nc3C)c3cc(Br)ccc3n2)cc1,1.997255289820104,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.9953719060281625,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9767625232674608,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccccn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9951523768914536,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccncc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.992155711042617,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9751559784066888,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.956744545282691,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2csc3ncnc(O)c23)cc1,1.9826781933834845,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.976258249257045,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ncc(C(F)(F)F)[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.994800899294604,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ncc(CN3CCOCC3)s2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9855162878527155,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nnc(Nc3ccc(C(=O)N(C)C)cc3)c3ccccc23)cc1S(=O)(=O)N(C)C,1.9908270505674788,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-n2c(C)cc(/C=C3\SC(=O)NC3=O)c2C)cc1,1.999304572338349,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,1.998520882835038,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1.549738731264899,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,1.9973863843973128,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,1.9964678902617168,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)N2CC3CNCC(C2)O3)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2,1.8572721735640407,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1,1.9595183769729985,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1.9883031476325503,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1,1.997429511281709,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)cn1,1.934750874663579,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,1.987085029624122,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCOCC3)cc(N3CCOCC3)c2)n1,1.9751559784066888,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,1.962937288430002,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C,1.9818638909913504,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,1.9951523768914536,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,1.97523733999485,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)Nc2nnc(-c3ccncc3)s2)cc1,1.997277136717064,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,1.990161192898479,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,1.8333383889393973,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1.9796333925781664,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,1.994800899294604,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,1.9826781933834845,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,1.9929950984313416,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,1.952792443044092,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9934803190699968,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,1.8943714538562373,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N(C)C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.992509335067776,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N(C)c2ccc3sc(C)nc3c2)cc1,1.9969273531665177,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,1.96208508051736,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N2N=Cc3oc(C)cc3B2O)cc1,1.9772662124272928,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,1.914078585389112,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NCCSc2nnnn2-c2ccc(C(N)=O)cc2)cc1,1.9311733149186328,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.987067030420531,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C)c(C)nn2-c2ccccc2)cc1,1.9772662124272928,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1,1.9949983865715053,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1,1.9936426742788416,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1,1.9739940735914367,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.990812981159832,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1,1.9971241556592043,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,1.99694764308912,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.9813440804254936,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,1.9476816837419644,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCC2)cc1,1.9914029207810315,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,1.9894036558413504,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCCC2)cc1,1.986983917438448,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1,1.7371130943059612,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOC2)cc1,1.966798546383361,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOCC2)cc1,1.8309252427385967,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,1.884628551464481,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCSCC2)cc1,1.9732793123296115,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.9899568738015283,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2ccc3nc(C)oc3c2)cc1,1.9840466314973857,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2ccc3nc(C)sc3c2)cc1,1.998389570283808,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,1.953668482674047,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,1.9812080464331696,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,1.996222233313008,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3c(C#N)cccc13)c(C)n2CC(=O)O,1.992509335067776,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O,1.9983465373963647,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,1.9978012514185213,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,1.9955897131611389,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,1.9960736544852755,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O,1.97285055584723,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(-c1ccnc3cc(C(F)(F)F)ccc13)c(C)n2CC(=O)O,1.998433718864469,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,1.995210907880013,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O,1.9964678902617168,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,1.998433718864469,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2c1,1.9958544798745657,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2nc(C[N+]34CCC(CC3)[C@@H](OC(=O)[C@](C)(c3ccccc3)N3CCCCC3)C4)oc2c1,1.968249394107917,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2ccc(CNC(=O)CCCc3ccc4cccnc4n3)cc2)c1,1.999043499603163,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2nc3cc(Cl)ccc3[nH]2)n1,1.9951523768914536,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C(N)=O)c1NC(=O)c1ccccc1,1.741624257503812,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(C)N,1.5626496722119168,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccccc2)CC3)c1,1.732554579851432,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1,1.9450252012424627,train,random,8,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1,1.99969588741084,train,random,8,,,,,,,,,,,,,,,,,,,,,,
