SMILES,microsom_stab_h,dset,group,fold,adme_microsom_stab_h_cbert_mlm-bert-100,adme_microsom_stab_h_cbert_mlm-bert-30,adme_microsom_stab_h_cbert_mlm-bert-60,adme_microsom_stab_h_cbert_none-bert-0,adme_microsom_stab_h_mlm_mlm-bert-100,adme_microsom_stab_h_mlm_mlm-bert-30,adme_microsom_stab_h_mlm_mlm-bert-60,adme_microsom_stab_h_mlm_none-bert-0,adme_microsom_stab_h_mtr_mlm-bert-100,adme_microsom_stab_h_mtr_mlm-bert-30,adme_microsom_stab_h_mtr_mlm-bert-60,adme_microsom_stab_h_mtr_mtr-bert-30,adme_microsom_stab_h_mtr_none-bert-0,adme_microsom_stab_h_sbert_mlm-bert-100,adme_microsom_stab_h_sbert_mlm-bert-30,adme_microsom_stab_h_sbert_mlm-bert-60,adme_microsom_stab_h_sbert_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
Oc1c(C(c2ccc(F)cc2)N2CCCCC2)ccc2cccnc12,1.545255324,test,random,7,1.741353384940001,1.6255360011600004,1.7683227820400007,1.5702031974099995,1.8063669943300003,1.63093858594,1.6486225422700007,1.5462086093799996,1.6466675211300006,1.70677701745,1.6355138859899998,1.6879691146099998,1.65960222352,1.7516812946199993,1.7649755100199997,1.6124906880099994,1.5825647851899989,1.6059160611800005,1.6685105369000002,1.7041305838800003,1.6266437854,1.6357735908000002,1.5706007429499993,1.5148840326
Cc1cccnc1CNC(=O)c1ccc(Cl)s1,1.597881585,test,random,7,1.6628534798700005,1.6607104490300002,1.4925875881600001,1.5599678540000002,1.62365799882,1.6226186229200001,1.5618832782999996,1.64597791311,1.4932182280000001,1.6341209415300002,1.6290774990300005,1.5446274117200003,1.49237865344,1.5152640117500007,1.611621590770001,1.4610927230800002,1.5846224627800007,1.4863023130500002,1.6042936935099998,1.5637083659199995,1.4134335451299995,1.5199386945599997,1.3971706779899997,1.5333942771000004
Cc1ccc(S(=O)(=O)N2CCCc3ccc(NS(=O)(=O)c4ccc(F)cc4C)cc32)cc1,2.269490384,test,random,7,2.12149081011,1.96448398792,2.0201747889400017,1.9353719463200008,1.82295151546,2.06168410756,1.9654156775199996,2.1003950955200015,2.0227145779000013,2.2379279364400015,2.1289886056300014,2.1022028189200004,2.2370647422400003,2.07465570927,2.0189046484400004,2.256701424040002,2.0069397682800005,1.9031781806799992,2.1293734844400007,1.91123707349,2.1250988820600014,2.110200618510001,2.092609259450001,1.9838193745900006
O=C(Cn1ncc2ccccc21)Nc1ccc2c(c1)CCO2,1.136815658,test,random,7,1.5895902161400002,1.3941832435500001,1.6408440486699996,1.6883262700600008,1.6923689202,1.5493089343900002,1.7089323344799996,1.6748137245099997,1.674862094739999,1.520879902850001,1.51373820459,1.4648524858700005,1.5815639783900004,1.5789548555300004,1.70369959712,1.664149255850001,1.3829883055900007,1.7784274224600003,1.8062008224199997,1.7299591922600004,1.50102348127,1.525584698,1.4812289886499999,1.5695865598899996
Cc1nc(-c2ccccc2)c(C(=O)Nc2cc(Cl)cc(Cl)c2)s1,1.409730293,test,random,7,1.82495040074,1.8948153635500007,1.7952748862199996,1.7631434356999989,1.7501417111900002,1.7168029807000007,1.8405264167200008,1.7663585719199997,1.7964872586500003,1.8322392829199996,1.9438460017499994,1.8261961433300002,1.9873568301900002,1.8181426315700002,1.7811250380900001,1.757997957539999,1.9185724836699996,1.7636422518800003,1.6157007378799997,1.7603322796399998,1.8110144786899998,1.7840596828499997,1.8396631602399995,1.653766890180001
CN(C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCCCNC(=O)CCCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,2.104937561,test,random,7,1.7880568056199997,1.8415608455499999,1.8920555474400005,1.5796339915300004,1.8106748447699994,1.7344381369500004,1.7729983909400004,1.9205696831399999,1.8023774450300005,1.7646514583100008,1.8639206459099997,2.0037452025599993,1.7951837088,1.8809101644700008,1.866043281030001,1.8279699397299998,1.7327414298099992,1.8289779716100005,1.86853595896,1.6181335091600006,1.8182904590599995,1.9194384145499996,1.88377576199,1.89300148582
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2cccs2)C1,1.553749564,test,random,7,1.6258896348900003,1.61724482484,1.7816301245400004,1.5616950015000006,1.8961595929300006,1.6726446786800013,1.646807597380001,1.6134575457400009,1.6172839132299996,1.6297933885499996,1.8541180892100004,1.6741127059000007,1.8564293459400003,1.5386872190800012,1.5110894953900016,1.5999756724600007,1.4732152751000012,1.8247972349899997,1.6175402339500007,1.578028706669999,1.6771929900299998,1.6598992275799997,1.5870699101999992,1.6624153116900005
CC(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1,0.880813592,test,random,7,1.4553070827599999,1.74024296416,1.5150422595799997,1.42816661391,1.4590160584100005,1.6660630719600007,1.54420432614,1.6183464208599994,1.42665810381,1.6658671448300006,1.6046245623600002,1.866478784109999,1.5744695923099998,1.5929117251600007,1.72399682474,1.6721020416500003,1.9644609168899998,1.5117068152700006,1.7155699774699997,1.6123800762499996,1.7761823129600003,1.85781605894,1.7119173835200003,1.7890398718500002
CCN1C(=O)C(C)(C)COc2cc(NS(=O)(=O)c3cc(C)c(C)cc3OC)ccc21,2.648072874,test,random,7,1.7700688176700003,1.6978436204899996,1.69435829381,1.7690887586100006,1.9243387394099998,1.6967447339000001,1.9048237064699989,1.8446939849800004,1.8230929977999994,1.7029004840399997,1.8524354893699992,1.88011900662,1.98598652372,1.8918689664299995,1.9625143058799994,1.906585994449999,1.7616050010900008,1.8208469784899999,1.7590448326099999,1.5986799974200003,1.8617343633,1.7264307106799996,1.7919557822999996,1.83549344176
COc1cc(CN[C@@H]2CCC[C@H]2Cc2cc(C)no2)ccc1OC(C)C,1.825101412,test,random,7,1.7782362298599994,1.77567951169,1.7937617033600006,1.575207816440001,1.747841363510001,1.7488685274800002,1.72855730402,1.5851064688300005,1.7248422074300007,1.63742956789,1.758228095750001,1.7408537916000006,1.6239180971800011,1.7552615986700002,1.6739404634900004,1.62691859975,1.7317307559000001,1.6509471939300004,1.6719884543099996,1.6806637172400005,1.729936163720001,1.7758031047800005,1.6682279366600008,1.6556545576800001
Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,2.136016249,test,random,7,1.7972839655700001,1.7976987889100005,1.8176583661599994,1.5772763424599996,1.6833227990000006,1.82076878571,1.7231729084499998,1.6359997139000007,1.7171300081599998,1.784395128900001,1.7487232704599995,1.6795611649700006,1.8264994525799993,1.51494385333,1.7259764608600008,1.68740748871,1.9962612244099998,1.6837669395499992,1.75992815724,1.7279052407799995,1.8979366727699993,1.7532978750600001,1.7447367306400006,1.7695400335300007
CN1CCN(c2ccc3nc(-c4cc(C(C)(C)C)c(OCCCC(=O)NCCCN=[N+]=[N-])c(C(C)(C)C)c4)[nH]c3c2)CC1,2.248341157,test,random,7,1.6720906067100003,1.7461959445000002,1.6922039385099998,1.7025616074500007,1.5875019223499998,1.4965395446,1.4459220804999995,1.8003206339300004,1.6734746384299997,1.69483129559,1.7869480982900001,1.9160114745900003,1.65902527902,1.4702745669000001,1.7445397939900011,1.6033974789400005,1.6652571332400012,1.6076355198799996,1.6073233263700004,1.4495701064000002,1.965643817690001,1.83099979018,1.8025004580000001,1.8350451533400003
COc1ccc2c(c1)CCCN(C(=O)NCCc1ccccn1)C2,2.241608732,test,random,7,1.6176587477000004,1.80079848436,1.8063864022400005,1.6630003038099992,1.7222257314999998,1.69912837314,1.6404603360199999,1.7004184973299998,1.6252574284799994,1.6855818204900006,1.6576525253500003,1.6087287807199997,1.5039824276499996,1.7052340585599992,1.5504606738700004,1.5732813293099996,1.6384708679099989,1.6148616749500004,1.8286285619399998,1.6710156996199999,1.6292325155900005,1.7002915260600004,1.7509368540199994,1.6978655338799995
COc1ncccc1CNc1c(C#N)cnc2c(C)cc(F)cc12,2.192057039,test,random,7,1.6264016179099996,1.5607636927099995,1.7277883983699993,1.8285361861000007,1.6801847903500007,1.522591597729999,1.6522384006500002,1.7655751098300008,1.57222837673,1.56204137482,1.57989134889,1.6898699422300008,1.5312586479000005,1.5086035135100002,1.6228827950300007,1.5970128636699998,1.6272348682900009,1.6011548140599998,1.5870507941200003,1.7188730405000003,1.7185820115600003,1.65167485168,1.6840838633299997,1.6510003217200007
CC(C)(C)OC(=O)N1CCCN1C(=O)c1cc2cc(Cl)ccc2[nH]1,1.673849977,test,random,7,1.5614048695899996,1.46459267041,1.5202042343099993,1.8370603428900005,1.6275143529000005,1.5603755204599994,1.4375582906400002,1.5758437333299997,1.6005763670099997,1.60603391062,1.8038194521500004,1.6546319169300003,1.60678873799,2.0279147402799995,1.8876826382099998,1.8352212448099998,1.6900713544300001,1.44278026439,1.4871617420099994,1.5405462625899995,1.6565010787799996,1.6827896936100006,1.7180960896499997,1.5740431646100002
CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,0.869173027,test,random,7,1.6078996418,1.7450455073400002,1.7369715581099998,1.5211025859100005,1.4760833908900006,1.5843217175500006,1.6519315848399998,1.4930354432599997,1.6384519308200003,1.51718223166,1.6851629351800006,1.8570795297000005,1.5476812339200006,1.5430204964100007,1.4734264587800003,1.6436929173600001,1.4468056991699996,1.5880749937700005,1.6888539526600008,1.5649643110300004,1.642116135979999,1.7270441850199996,1.7790147827100002,1.631776407600001
N#Cc1nc(-c2ccccc2)oc1NCc1ccc2c(c1)OCO2,2.318165633,test,random,7,1.6379831852800013,1.4388645768000003,1.5761071530900006,1.54298376345,1.58839829687,1.7370672715000004,1.7861944036799997,1.5327561343100005,1.5709741806700002,1.7868329247499994,1.7084621276799996,1.6856170094600003,1.7999106614899996,1.6425948094599996,1.6771229851100011,1.5320518072799998,1.8836013985000002,1.6630921560099998,1.7226024618699998,1.742879724159999,1.6368607571799998,1.6686128257599997,1.7260992733000002,1.6763689741099994
Nc1c(C(=O)NCC2CCCO2)sc(=S)n1-c1ccc(Cl)cc1,1.548143692,test,random,7,1.7733769133799995,1.6401128570600003,1.7562102155499988,1.4910782396200006,1.94703721115,1.7244542051900005,1.8938201749499999,1.8011036391700008,1.5534493579799993,1.6109662437600005,1.5794785350999998,1.6804287327200007,1.5474125486100005,1.709342598519999,1.59526749437,1.7589514984199999,1.6557455398200003,1.8406985508899996,1.7006981762300004,1.72243720025,1.6064978436000004,1.6558907716199998,1.6515042074299995,1.6459989077700008
Cc1cccc(NC(=O)c2cncn2-c2ccccc2)n1,1.654898161,test,random,7,1.4637083725400004,1.53505662261,1.47920951636,1.591249414680001,1.6412882048200006,1.52261015061,1.6359756401599999,1.6294010271900006,1.3459898345900003,1.41981572967,1.4118291574299997,1.4280105922600006,1.4350422945000008,1.599580768300001,1.5167241323700003,1.6077509061100017,1.5830994947600001,1.5202707730000002,1.4037119498800004,1.500253281950001,1.3790330722000004,1.4150348488700004,1.4761300379199995,1.4996999032100005
Cc1ccc(OCC2(O)CCN(CC3(O)CCN(c4ccccc4C)CC3)CC2)cc1,2.602153355,test,random,7,1.7590969408399997,1.6187242921,1.700014606999999,1.6742479086199995,1.6932725171899998,1.7387670578100003,1.9037555165599997,1.6925192729499998,1.7839852473300002,1.7434085920299993,1.7709965734400002,1.8184352233899999,1.8223136145899996,1.6032832442799998,1.6437836299700006,1.6656722157000001,1.77903072437,1.7761580879799999,1.8840319394599998,1.8170409270099994,1.93846447041,1.7701499924799997,1.7864764870100003,1.6882900469699995
CNc1nc(C)cc(C(=O)Nc2ccc3[nH]ncc3c2)n1,1.328705712,test,random,7,1.3644200343499997,1.26508954051,1.3634682324200003,1.4360964003399999,1.5709529319999995,1.4808190217699997,1.44578105197,1.5337169347600004,1.2575950772100004,1.3087163976400007,1.2788550993599994,1.3213908930100005,1.384707358590001,1.5079113389299994,1.5957258195399995,1.3313483144199998,1.48451700858,1.4693791042600004,1.4286460819000002,1.3782903081199998,1.2704739683999997,1.2328920744100005,1.2813795111100004,1.4993315608000004
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,0.996380313,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,1.397348966,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NCC(O)COc1cccc2ccccc12,1.327231598,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.458063445,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.7565,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,1.630824356,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,1.198299609,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,2.004110625,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,1.884823674,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,1.155882358,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1.564145072,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,1.048286393,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,1.226135722,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,2.56594576,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,0.860996437,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,2.282135893,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,1.066176786,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.05709529,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,0.932980822,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.761739954,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.219660482,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,2.728516916,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.620136055,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.427680816,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,0.876967967,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,2.57963614,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,0.909876818,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,2.601584178,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,1.710749017,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,1.034949147,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,1.543708051,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,2.121697694,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,1.021644036,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,1.878648159,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,2.032792967,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,2.596224212,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,1.609647759,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.727004157,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,0.777789187,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,1.561387637,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,0.993700695,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,2.347780667,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,1.928436822,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,3.096213889,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,2.24496946,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.281601444,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,2.572128951,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,2.186163547,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.917836225,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.857242009,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,0.957559402,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,1.503858749,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.177074546,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.998886781,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,2.398082434,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.208387604,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,1.724816353,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,2.052682402,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,2.426639741,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.28427278,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,2.698323293,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,2.998834093,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,2.172170757,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,1.644123341,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,2.35761091,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,2.447729993,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.804466564,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.581926914,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,1.860308054,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,2.325244658,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,0.926496789,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc2ccccc2c1CNc1nnc(-c2ccncc2)o1,1.523538372,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,1.578982843,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,1.867909218,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,2.005819468,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,1.47950333,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(C(=O)c2cccnc2N2CCOCC2)CC(c2ccccc2)O1,1.554695053,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,1.775384687,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC(c2cccc(Cc3cccc(F)c3)n2)C1)N1CCCC1,1.881806762,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,1.342679234,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,0.989894564,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCSc2c1sc1ccc(O)cc21,1.688642252,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.317394675,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,1.528543921,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.202869588,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,2.003348497,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,1.781252594,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,0.988068203,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.169292275,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
