SMILES,Standard Value,dset,group,fold,astrazeneca_Solubility_cbert_mlm-bert-100,astrazeneca_Solubility_cbert_mlm-bert-30,astrazeneca_Solubility_cbert_mlm-bert-60,astrazeneca_Solubility_cbert_none-bert-0,astrazeneca_Solubility_mlm_mlm-bert-100,astrazeneca_Solubility_mlm_mlm-bert-30,astrazeneca_Solubility_mlm_mlm-bert-60,astrazeneca_Solubility_mlm_none-bert-0,astrazeneca_Solubility_mtr_mlm-bert-100,astrazeneca_Solubility_mtr_mlm-bert-30,astrazeneca_Solubility_mtr_mlm-bert-60,astrazeneca_Solubility_mtr_mtr-bert-100,astrazeneca_Solubility_mtr_mtr-bert-30,astrazeneca_Solubility_mtr_mtr-bert-60,astrazeneca_Solubility_mtr_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
O=C(NCc1ccncc1)c1ccc(OCc2ccccc2)cc1,3.949390006644913,test,butina,5,4.594846409221812,4.527726094864537,4.807170908868551,4.676334095981403,4.735319254951103,4.820522210993221,4.420765537016464,4.387330604689582,4.328930572898513,4.390111997176396,4.391455783929072,4.397526858748285,4.343042976579307,4.3544987116461895,4.2710624105715205,4.737812413101463,4.593548487665419,4.569543248259217,4.247445326993854,4.2798146054718496,4.34371201892205,4.605525962780306
O=C(Nc1ccc(Oc2cccnc2)nc1)c1nnc(Nc2ccccc2F)o1,4.889861721258188,test,butina,5,4.007840867102535,3.918542650702157,3.9274708566909338,3.8861244987355508,3.962798447673669,4.183535359960327,3.798378183659945,4.3528221618086,3.6549280440544596,4.093067982638763,3.7103491735638476,3.9388566313481306,3.8915186756859623,3.940429960055127,3.509190069036427,4.223918419630888,4.050546017336685,3.9122967279130565,3.9266936035333035,3.892775590941436,3.9945595462048304,4.249191729000834
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,2.4771212547196626,test,butina,5,4.513926467521741,4.439772279842909,4.488303296888149,4.828221934416142,4.613926763418595,4.45821235431525,4.302415402707598,4.103076925289553,4.07957104615106,4.253680113454028,4.247768912547136,4.331545216268537,4.418181296166229,4.215539129443004,4.385206804474771,4.327193132095193,4.28925694957835,4.322537313196332,4.6437011134498105,4.793810050024674,4.967902180274382,4.300973583886622
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,3.8195439355418688,test,butina,5,4.704142194855575,4.839578838826394,4.834674356293893,5.091905334236251,4.639220316627858,4.945749553561426,4.3797778183960405,4.947525102432789,4.59583938392229,4.716388793649193,4.453396478007399,4.501017887688753,4.49109679199817,4.5721738997620065,4.828085109521288,4.4808258861415675,4.558044146632754,4.833485210494926,4.75652589195357,4.611084653106724,4.44188799014118,4.753367101815269
O=C(Nc1ccccc1)c1cc(-n2cnnc2)ccc1Cl,5.610021024664145,test,butina,5,4.2960373428436265,4.1970550902256045,4.454845250264078,4.431883350475987,4.15092695745895,4.179155479839062,4.46073363956577,4.375391949614563,3.9679618183302447,4.065405896241631,4.2936924219714685,4.5419774261526875,4.60909233026012,4.399747474555424,4.132507912953073,4.500613654271299,4.138209259105532,4.590726735511932,4.560854811610498,4.480439005926338,4.4834997579369835,4.47149546518976
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,4.790285164033242,test,butina,5,4.523517383117758,4.4630632253688045,4.29513098890487,4.421905613335906,4.478116426052438,4.5986521993992495,4.606188834222484,4.350648704566501,4.561064470726581,4.417489939272789,4.3734899095552935,4.42290177778585,4.504295253345243,4.466717012104204,4.408742130537016,4.5349085239774345,4.687159218391115,4.457459335974931,4.430643030958212,4.416103393750301,4.43038758594419,4.662204808073889
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,5.599992177584098,test,butina,5,4.5653489009984,4.409759850993411,4.454954617993705,4.332976739198853,4.561125429127884,4.74740669090751,4.648273256803239,4.342683619220746,4.52705448149186,4.465386124783908,4.35554756675487,4.474234460523849,4.571435924257899,4.645472664911612,4.178755445683018,4.576611714187255,4.5490755725008425,4.558319208592554,4.6020549447759445,4.600491269112526,4.715362763022843,4.6969562912028024
O=C(Nc1cccnc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,5.319938439980309,test,butina,5,4.447034262142626,4.562035684943292,4.489573979888533,4.444191144226284,4.471481030818302,4.810847348035312,4.492242909434009,4.604543110784917,4.578886972497895,4.4883326991102965,4.2928152432268725,4.56906647441169,4.6756701796970255,4.594447657105851,4.349541210776314,4.375376385282038,4.884374859623459,4.508160597472528,4.677834156899376,4.587742579659165,4.5114702049235795,4.879525641309443
O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,5.330007700872759,test,butina,5,4.577662518925439,3.8428043497621136,4.210165015954021,4.693695817904342,4.475575283795189,4.472841378110791,4.407927876899098,4.523991963972149,4.333607502443318,4.579954262785227,4.133189193682992,4.60155522210555,4.567705585591138,4.810417245086703,4.756148071195382,4.501574442190585,4.381456824012466,4.536408872067373,4.7225829797804035,4.891336308067162,4.669889628714994,4.780895313849248
O=C(Nc1nccs1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,5.46996920949996,test,butina,5,4.778198559297786,4.447242010934065,4.608584769558043,4.682861209097248,4.399064611670207,4.748540582511586,4.6445803531317615,4.727190503624857,4.467455918961942,4.593975640127627,4.123310455608096,4.763580516611162,4.4973273926062545,4.664605209752241,4.6381212691963585,4.5507105743497,4.40515484001135,4.469084498088002,4.76607083198772,4.773661351182774,4.701334015265188,4.949765940359959
O=C(O)c1c(Cl)c2ccccc2n1Cc1ccc(Cl)c(Cl)c1,5.880012838366771,test,butina,5,4.646589793579795,4.736777228535856,4.191945622005384,4.3708859592583496,4.527693103478038,4.2939236677361645,4.4763977972827185,4.276532990281044,4.809786928330137,4.899813150445895,4.6786389913260855,4.790326407502638,4.5863423377296595,4.44200505088323,4.654913060227397,4.3949525547177934,4.826757000532504,4.5348590298080955,4.519648047003833,4.545717040143814,4.619107308179637,4.2591566015865014
O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,5.119915410257991,test,butina,5,4.238015387885978,4.312088961447127,4.390046448075536,4.436632836479908,4.439754969182125,4.204153105741392,4.306285499953805,4.245864675142705,4.42685397062617,4.298230839047858,4.228664549067294,4.298282486216876,4.3620114200109255,4.167100528940773,4.686429999024565,4.736785982054996,4.099771356840725,4.286957273427996,4.154954234596175,4.319558971971796,4.269517757614736,4.2563299709855
O=C(O)c1cc2c(Cl)cccc2n1Cc1ccc(Cl)c(Cl)c1,4.820201459485641,test,butina,5,4.535833864376472,4.525892537930609,4.339239698128612,4.457340330825918,4.462906808239667,4.223285802844339,4.477720297994464,4.329916043470096,4.840007415150888,4.778902437332564,4.820678319148818,4.721718508943217,4.607326391919181,4.515597470111693,4.651050118444195,4.202781893375997,4.335643850414723,4.144586269646539,4.575029126237565,4.5705930533394445,4.6174485279686674,4.165106865652106
O=C(O)c1cc2c(F)cccc2n1Cc1ccc(Cl)c(Cl)c1,5.719993826367604,test,butina,5,4.696526358581296,4.499870826497805,4.39818477888382,4.265150478292464,4.309639845991711,4.335633396573326,4.396854282207786,4.519116887273363,4.893354053450776,4.624628201475481,4.932236565662689,4.726027594608179,4.513029788969352,4.511877452724441,4.711053647158257,4.39315941188431,4.205486766473116,4.045503852989891,4.70874141735658,4.537617295678861,4.476749041159985,4.131667435453035
O=C(O)c1cc2cc(C(F)(F)F)ccc2n1Cc1ccc(Cl)c(Cl)c1,4.710117365111817,test,butina,5,4.415791879470289,4.378255608872837,4.440409333198396,4.109037021081486,4.334641252483364,4.146391920562496,4.154340847525697,4.184191509659098,4.316885871250545,4.721255897001107,4.64036502390934,4.773635115009819,4.472635851765534,4.341976098810691,4.600913291623406,4.329550940515448,4.32118938205596,4.31517517707034,4.536969822784247,4.56151999871498,4.1272284213442,4.37591582625377
O=C(O)c1cc2cc(Cl)ccc2n1Cc1ccc(Cl)c(Cl)c1,4.910090545594068,test,butina,5,4.248543209520158,4.631734385073483,4.454343925104016,4.476823392488058,4.36362581927966,4.05193457290409,4.349460379755855,4.374919986964533,4.851910023368562,4.864188090692768,4.886993634063197,4.642103643352201,4.550860010856415,4.510907819937959,4.545025270669982,4.372176532327445,4.288913561680066,4.375330955045647,4.562899434005885,4.4179055127494955,4.587122817804857,4.383797192292544
O=C(O)c1cc2cc(F)ccc2n1Cc1ccc(Cl)c(Cl)c1,5.319938439980309,test,butina,5,4.425122887013853,4.664451304018743,4.435735614383361,4.279844743240213,4.32336507646002,4.309047262677352,4.299680623611655,4.509863904036356,4.825449417118933,4.725552456945019,4.8095823562788045,4.427669855458742,4.525705679954931,4.318445617933925,4.699852890669867,4.417066313121285,4.057772948300892,4.248150231771527,4.757430499372895,4.5544183800396105,4.320579921208932,4.3602769873085885
O=C(O)c1cc2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)c(Cl)c1,5.73996769675951,test,butina,5,4.864807416820031,4.643756676905701,4.342516661488444,4.732964200426426,4.5109193552673155,4.574466052572961,4.6564315864263035,4.485022242113148,4.713672398389171,4.166317866977188,4.6163254004142,4.640043608111916,4.4000516272607335,4.426048588480249,4.5885533621459835,4.786539681113675,4.641153395056582,4.461457449752031,4.40827347926514,4.344303795379368,4.247791358295364,4.365266510751845
O=C(O)c1cc2ccc(F)cc2n1Cc1ccc(Cl)c(Cl)c1,5.260071387985075,test,butina,5,4.421598976885823,4.508933712900793,4.355577325635751,4.2685204065809685,4.291009111664003,4.135649690365826,4.2701919000696975,4.428548479382958,4.915401208135585,4.726879489430249,4.852928502602744,4.56264619908812,4.483035665109687,4.363926864834457,4.589417500197719,4.393781213087841,4.182124512875232,4.142188800170812,4.7532394222799805,4.57852914947165,4.352236602400071,4.27298918519315
O=C(O)c1cc2ccccc2n1Cc1cccc(Cl)c1,6.080012847107928,test,butina,5,4.796411921015405,4.884446366489998,5.026700822727606,4.573967032859429,4.389009184583595,4.805695181567482,4.403807140816393,4.624963964237458,4.882875094256455,4.900531585874032,5.031900285565619,5.035924840858893,4.747599333231647,4.816034973283102,4.73063839443421,4.566468858075598,4.772329779493223,4.6239474948833585,4.794928299313555,4.661194094469628,4.831894418447244,4.57914670252749
O=C(O)c1ccc(NC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)nc1,3.556302500767288,test,butina,5,4.445838883012976,4.458143313118634,4.700771807498359,4.2620665262856745,4.459179874811278,4.43888792651262,4.628482447848198,4.656933448688066,4.418668074733403,4.581689088634477,4.4053777929540665,4.424323641938062,4.161320859260232,4.152099348973411,4.836284666087714,4.631990277359417,4.642768220215151,4.297419295766108,4.168790365915544,4.383144810587095,4.109717231860092,4.309883296989865
O=C(O)c1csc(NC(=O)C(CC2CCCC2)c2ccc(Cl)c(Cl)c2)n1,4.540329474790874,test,butina,5,4.454884319085,4.219479371106296,4.552733714410078,4.762558283604524,4.239648114307581,4.584041322889886,4.3080117409052425,4.448760838078326,5.321310607099441,5.15593322461428,5.0237639474424896,4.613245787508152,4.782111051956784,4.670791473559576,4.898704635196542,4.304040533929738,4.351596724000029,4.253281501367099,4.591361859403732,4.696530717417486,4.458726901487495,4.250542608597299
O=C(O)c1nc2cc(Cl)ccc2[nH]1,4.680335513414564,test,butina,5,4.927890191497699,4.770953081184774,4.849631835753212,4.72534289408334,4.694409405586311,4.863002445897407,4.82451742563557,4.76726793229368,5.259511570914867,5.276174037493059,5.365979242139549,5.150452109460806,5.0151231459519385,5.028551660950191,5.091166789354781,4.768795110407641,5.096714663904489,4.791328435673111,5.093539120829801,5.117886062301718,5.281843779192502,4.425347640428079
O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,5.970021265828366,test,butina,5,4.442573224283826,4.54383001900077,4.663980557295317,4.450081009564268,4.319026801264777,4.5177391192352045,4.24477296793956,4.5809639097187596,4.413203891302508,4.31709323472152,4.5975214784859055,4.675464011505423,4.8032038096346135,4.609815951198258,4.473693648408031,4.332941001550092,4.212506274763997,4.4683477704448675,4.529130090871749,4.62551437376137,4.429128178654996,4.555921402907367
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,6.159988050381987,test,butina,5,5.231252291735948,4.839625102202765,4.765225931185545,4.529451094995146,4.8498250720248475,4.942027443674623,4.706485241908654,4.420672900654612,5.257412214667897,5.267479892311545,5.301150035440404,5.082595156610739,5.049876600914466,4.9856523519941,5.185813586945674,4.896865379568134,5.0718051398259565,4.640341959974986,4.878548097622934,4.89303544540664,4.901402958229563,4.518951086696743
O=C1NC(=O)C(Cc2ccc3ccccc3c2)S1,5.400019635065158,test,butina,5,4.939286145292126,4.880944501277318,5.064782327519709,5.451980432520336,4.492966117107401,5.052322927406408,4.950602614537935,5.0651100909993625,4.980714327695716,5.06805471164762,4.888904120303525,4.595481063723404,4.689637490043066,4.671109721133553,5.269167872470507,4.806273527745916,4.884647781297816,5.102190569065964,4.647703229947921,4.795412194343424,4.6262707737318385,4.861009207231956
O=C1NC(=O)C(Cc2cccc(Oc3ccccc3)c2)S1,5.529943401658669,test,butina,5,4.406444772953409,4.112291278541653,4.382096938149483,4.6625300197768205,4.198383807047802,4.525902239347716,4.353210811350333,4.2824222655256525,4.721171079264221,4.741748390653103,4.675743841786345,4.577699415646581,4.4339861737042625,4.692806347367199,5.064710097392904,4.499169867123122,4.43689763462741,4.142693085674843,4.69606952397414,4.571233450311334,4.580803729661313,4.532348387507948
O=C1NCCc2c1[nH]c1ccccc21,6.099991233544684,test,butina,5,4.7894464577961,5.121372218424779,4.988659939178871,5.069383452338539,4.632048953163326,5.035028097734696,4.85441329424357,5.1444252479419506,5.103566117795425,4.623142187125739,5.170838033565834,5.257549325629006,5.193368086995398,5.164893655659539,5.2034076404896386,4.913589753380416,4.972751735233022,4.8477112543434835,5.285063340695185,5.0842123383468945,5.123646455428025,5.033890159493581
O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccc(F)cc1,5.439963935920905,test,butina,5,4.495491549842072,3.8942345867847,4.293090985496937,4.155313149474169,4.151128067025091,3.8695088535963653,4.045892680628486,4.211786890108768,4.349686769081909,4.3792906458026275,4.4061873967427525,4.37721121673633,4.022819875818199,4.4181018734568,4.184318239088426,4.27239094716332,4.1813690811052675,3.9399889133286137,4.281552256619616,4.2591394276366215,4.425224216535994,4.2224403460846345
O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,4.790285164033242,test,butina,5,4.250491596144635,4.7471042033469795,4.092977155811323,4.5642313943209345,4.5096545908061065,4.54848897373543,4.035570953275745,4.361210766795076,3.741912700991669,4.235140651009136,4.0650455256997535,4.464063298460331,4.713021850400942,4.492599225305544,4.014436364946985,4.635010667445675,4.378897438240083,4.7424568780686185,4.406339059299529,4.331181912732333,4.29465606492297,4.823342071603118
O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,3.397940008672037,test,butina,5,4.2241834933505364,4.165163931322311,4.3151893562422,4.2816792420080825,4.444971475085136,4.301581139504856,4.10559750783736,4.726051373855121,3.797598396108884,3.863497950522215,3.7393901089379256,4.0218865728465145,4.180090329971709,3.9087901830409475,3.815260215828275,4.60760529792477,4.5207183585821396,4.296882885731907,3.9567373148726155,4.185741557896443,4.179144527493772,4.191286340786047
O=c1[nH]c2cc(Cl)ccc2o1,6.16999753706657,test,butina,5,4.722981433905453,4.74306875740127,4.749608647790017,4.809029814620819,4.578886745214686,5.191907842245765,4.6925126386863205,4.830981286547621,5.300188510237012,4.850997436494193,5.129619200490855,5.110423164653796,4.866267602655846,4.818567453938356,4.991217953379359,4.800143931103679,5.011996555964444,4.843709359896063,5.0437784087061805,4.837527246029843,5.120052354291626,4.820723963561082
O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,4.889861721258188,test,butina,5,4.079308289668463,4.276401958319363,4.209242765589403,3.8415201571883633,4.541882055594599,4.255000351502087,4.714278368292631,4.0750141909079245,4.2582426414575405,4.563544409965479,4.394510016852564,4.282459580082434,4.487196867871415,4.5670649958158505,4.33220744567845,4.4062340857919535,4.446941423732569,4.163386038409778,4.201510097153438,4.537051869523915,4.425843878491358,4.271373099613316
OC1(c2ccc(F)cc2)CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1,3.204119982655925,test,butina,5,4.385650475578532,4.174719193846074,4.6184344677502045,4.609603726199964,4.430428571920669,4.43655078553704,4.136668154908405,4.33790211724122,4.376842789202931,4.337062626437308,4.352042177969853,4.444739307576514,4.332606295825434,4.354997185898637,4.3182255520533355,4.311734076868252,4.328839442727846,4.17204449742186,4.4029918387169085,4.400143455409094,4.422285636495638,4.23250609879568
OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,3.949390006644913,test,butina,5,4.099615347929475,4.248822769123983,4.0559988406514655,4.291936493351955,4.048565460419404,4.449591379766165,4.263568046280918,4.104452087268434,4.338998868462852,4.282437790050928,4.345552438048929,4.2704762023642635,4.5455742991330155,4.370812257804916,4.330223244353712,4.332158648641763,4.265002979791702,4.296857877062716,4.50707712007334,4.313050747720564,4.085923864488923,4.21876650462642
Oc1cc(OCc2ccccc2)ccn1,6.090011024007147,test,butina,5,4.909166137611906,4.688129460070353,5.058039726656352,4.285136011284157,4.787941282138848,5.037203256685369,4.388005231607764,5.006804781672306,4.874457415590143,5.255913849741151,5.43286681351199,5.025426158580029,4.833082181290423,5.0952658898565835,4.762136191459444,4.72092811738061,5.087413441263953,4.641039078192061,5.117005536254436,4.85756670565888,4.82382816044927,4.602720426794905
Oc1ccc(-n2ccnc2)cc1,6.099991233544684,test,butina,5,4.653903109552324,4.615064293327133,4.801031064033411,4.229065814292129,4.589864268513374,4.704052404647178,4.548448252847993,4.56798073747224,5.073370049038176,4.985657141417059,5.188819692986222,5.05724485131473,5.162830118163912,5.088740047797009,4.529426271052315,4.604666425312343,4.676667733183581,4.595465258428854,5.108311914653578,5.1320211383990815,4.955405556543571,4.675749157128504
c1ccc(CSc2nnc(-c3ccco3)c(-c3ccco3)n2)cc1,3.716003343634799,test,butina,5,4.012144270065068,4.271753913442974,3.982320797956929,4.390182854364611,4.255672522547121,4.1038175975192654,4.225593093462496,4.167148325519347,3.7744298772007188,3.8256378736827514,4.2678172365662395,4.025835958891072,4.420420071833542,3.9808297828749515,3.9857001323657237,4.040789649754541,4.363245603579729,4.1297536255103156,4.082546081287317,4.241307625978618,4.137146653039427,4.339316634878005
c1ccc(N2CC3COc4ccccc4C3=N2)cc1,2.3010299956639813,test,butina,5,4.5078092123584765,4.636417551534478,4.525706434491766,5.055793317292167,4.473569767198486,4.5291643043485585,4.6433860719362805,4.97344815178623,4.276877367242109,4.4428095950765085,4.485905722716939,4.499007852002304,4.614264111550875,4.503718009541401,4.500469843586496,4.529313089152271,4.436693742197675,4.733583039107869,4.773022365018574,4.67474406924844,4.648006518700655,4.938409958560814
c1ccc(NCc2ccc(CNc3ccccn3)cc2)nc1,2.9542425094393248,test,butina,5,4.503425017209607,4.138049374389024,4.629002807365549,4.371703377704958,4.54204504769518,4.637664619237489,4.380054890154444,4.573479540036782,4.4039259208368415,4.524726237835878,4.738528664976386,4.355835194405679,4.329779095809149,4.5651892561569865,4.369572915123962,4.58217132053328,4.630101215080667,4.502919137367577,4.3796076003795426,4.389250181954236,4.60220124993337,4.595157355376802
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.6232492903979,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,2.903089986991944,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,4.220108088040055,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.729974285699556,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=CCN(C(=O)NCc1cccc(C)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.959041392321093,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=CCN(C(=O)Nc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.459392487759231,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.6720978579357175,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,6.159988050381987,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.903089986991944,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,3.278753600952829,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,4.9599948383284165,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(C1=C(NCCO)C(=O)c2ccccc2C1=O)c1cccc(Br)c1,4.068185861746161,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,5.810030786405839,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)cn2)CC1,3.230448921378274,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(CC(O)CN2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1,5.330007700872759,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,5.229937685907934,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,3.7323937598229686,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(NC(=O)c3nnc(Nc4ccccc4F)o3)cc2)CC1,3.792391689498254,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,5.169968173996892,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,3.929418925714293,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC1CCN(C(=O)CN2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)C1,5.030194785356751,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,5.07990446766672,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,3.939519252618618,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)ccn1,4.12057393120585,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(-c2ccccc2)cc1,4.899820502427096,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,3.633468455579586,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2nc(-c3cccc(F)c3)cc(O)c2c1,4.389166084364533,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(-c2ccc(Br)s2)cs1,3.342422680822206,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(-c2ccccc2)ns1,5.260071387985075,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(-c2cccs2)cs1,5.0,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc2c(s1)C(=O)NCCC2,6.130011949671904,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21,3.6020599913279625,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.570542939881897,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,3.322219294733919,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O,5.109915863023793,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C(=O)Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,5.299942900022767,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(O)C(Cc1ccccc1Cl)n1cncn1,5.599992177584098,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CNCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21,2.6989700043360187,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc2cnc(C#N)nc21,5.759969857554308,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Cn1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,2.0,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,5.63002085111341,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,4.559906625036112,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,5.929980590515514,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,4.800029359244134,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,3.8195439355418688,train,butina,6,,,,,,,,,,,,,,,,,,,,,,
