SMILES,solubility,dset,group,fold,adme_solubility_cbert_mlm-bert-100,adme_solubility_cbert_mlm-bert-30,adme_solubility_cbert_mlm-bert-60,adme_solubility_cbert_none-bert-0,adme_solubility_mlm_mlm-bert-100,adme_solubility_mlm_mlm-bert-30,adme_solubility_mlm_mlm-bert-60,adme_solubility_mlm_none-bert-0,adme_solubility_mtr_mlm-bert-100,adme_solubility_mtr_mlm-bert-30,adme_solubility_mtr_mlm-bert-60,adme_solubility_mtr_mtr-bert-30,adme_solubility_mtr_none-bert-0,adme_solubility_sbert_mlm-bert-100,adme_solubility_sbert_mlm-bert-30,adme_solubility_sbert_mlm-bert-60,adme_solubility_sbert_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.146128036,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNC(=O)c1ccc(Cl)cc1)Nc1nc(-c2ccc3ccccc3c2)cs1,-0.397940009,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CNc1ccc(/C=C/C=C/c2nc3ccc(O)cc3s2)cn1,-0.657577319,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(-c2nnn(-c3ncnc4sc5c(c34)CCC5)n2)c1,-0.585026652,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(NC(=O)COC(=O)c2nn(C)c(=O)c3ccccc23)c1,-0.013228266,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccccc1OCn1nnc2ccccc2c1=O,-0.187086643,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Clc1cccc(Nc2ncnc3[nH]ncc23)c1Cl,0.509874285,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N=C1/C(=C\c2ccco2)C(=O)N=C2Sc3ccccc3N12,-0.13667714,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)N(C1CCCC1)C1CC1,1.513350799,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(F)cc1)[C@H](O)c1ccccc1,1.632457292,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCn1nccc1-c1n[nH]c(=O)n1Cc1ccccc1,1.430719888,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1,0.311753861,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(OS(=O)(=O)C(F)(F)F)c3n2)COC1,-0.397940009,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2c1Oc1nc(-c3ccccc3)[nH]c(=S)c1C2,-0.455931956,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc2cc(C(N)=S)/c(=N/Nc3ccccc3)oc12,-0.318758763,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ccc(C(=O)Nc2cccc(-c3nc4cnccc4o3)c2)cc1,-0.26760624,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cc2c(N3CCN(Cc4nccn4C)CC3)ncnc2s1,1.82445127,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1sc2ncnc(N3CCC(C(=O)Nc4ccccn4)CC3)c2c1C,0.267171728,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@H]1/C(=N\OC(=O)Nc2ccccc2)O[C@H](CO)[C@H](O)[C@@H]1O,1.822168079,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1cc(-c2ccccc2)no1,1.567731963,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(NC(=O)COC(=O)c2cnc(C)cn2)c1,1.748962861,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CC=C(CCC(=O)NO)C1,1.643353962,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)c1nc(-c2cccc(-c3ccccc3)c2)n[nH]1,-0.091514981,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccn(-c2ncccc2Cl)n1)c1csnn1,1.454692449,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cc(C2CC2)n[nH]1)C1CCN(C(=O)COc2ccccc2)CC1,1.628082261,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(N/C=C2\C(=O)Oc3ccccc3C2=O)c1,-0.15490196,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1nncn1CC(=O)Nc1ccc2ccccc2c1,1.357172258,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2ccc(C(=O)NCCCN3Cc4ccccc4C3)cc2[nH]1,1.719579858,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(Sc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)C(N)=O,0.33243846,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,-0.522878745,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccncc4)n3)c(C)c2)cc1,-0.508638306,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccccc2)c(C)c1CN,1.305995883,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1.737987326,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CNC1,1.5132176,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)Cc1nc(-c2cc3cc(Cl)ccc3o2)cs1,0.382017043,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccc2oc(/C=C/c3csnn3)nc2c1,-0.721246399,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C2NC(=O)NC(C)=C2C(=O)OCc2ccc3c(c2)OCO3)c1,1.255754787,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2nc(C(F)(F)F)c[nH]2)cn1,1.604009932,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1cccs1)Nc1ccc(N2CCCC2)cn1,0.071882007,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C#CCNC(=O)CN1C(=O)c2ccccc2C1=O,1.589837943,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(COc2ccccc2Br)no1,1.341236623,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cc(-c2ccccc2)[nH]n1)N1CCc2ccccc21,-0.075720714,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2onc(C)c2-c2cnn(-c3ccccc3)c2)c(O)c1,-0.602059991,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCn1cnnc1C1CCCN(c2ncnc3sc(-c4ccccc4)cc23)C1,1.540954809,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccco1)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,1.843544212,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,1.628695383,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cccc(NC(=O)C2CCC2)c1,1.528402438,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N=C(NC(=O)OCc1ccccc1)c1ccc(CN)cc1,1.48586333,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(COc2ccccc2C#N)cc1,0.23299611,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,-0.795880017,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(C(=O)NC2CC2)ccc1C#N,1.558348509,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NC2(CCCC2)C(=O)N1Cc1ccccc1F,1.648750213,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(N2CCC(CNc3ccc(C#N)cn3)C2)c(C#N)c1C,0.911157609,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1noc(COc2ccccc2C#N)n1,1.610873,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccnc(NC(=O)CN(C)c2ncnc3sc4c(c23)CCC(C)C4)c1,0.588831726,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccccc1NC(=O)C(=O)NCc1ccccc1F,-0.468521083,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cnn(-c2nc(-c3ccc(Br)s3)cs2)c1N,0.278753601,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
c1cnn(-c2ccc(-c3ccc(NC4CC4)nn3)cc2)c1,-0.107905397,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#CCc1ccc(NC(=O)C2CC2)cc1,1.485011215,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnnn1CCCc1ccccc1,0.753583059,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C(=O)N(Cc2ccc(CO)cc2)C(=O)c2ccccc21,1.438700533,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Fc1cccc(Oc2nnnn2-c2ccccc2)c1,1.116275588,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1n[nH]c2c1C(C1CC=CCC1)C(C#N)=C(N)O2,0.487138375,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC(Nc2nc(C)c3ccccc3n2)=NC(C)(C)C1,-0.180456064,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(C(=O)OCc2ccc3c(c2)OCO3)C(c2ccccc2)NC(=O)N1,0.273001272,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cc(Oc2cccc(F)c2)nc2ccccc12)N1CCOCC1,1.206556044,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Nc2ccc3nccnc3n2)cnn1C,1.501333179,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCc1c[nH]c2cccc(C3(O)CCOCC3)c12)c1cccs1,1.8162413,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)O)c(-c2cccnc2)n1,1.610873,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(/C=C2/N=C(c3ccccc3C)NC2=O)c1OC,-0.455931956,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1C(=O)CCC1=O)Nc1ccc(F)c(F)c1F,1.698970004,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1-n1c(C)n[nH]c1=O,1.207634367,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)C(=O)N(c1ccccc1OC)C(=O)C2,1.605089462,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)CC(=O)Nc1ccc(Cl)c(C#N)c1,1.3818368,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)n1-c1ccc(CNS(C)(=O)=O)cc1,1.383815366,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,-0.397940009,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2nc3ccccc3c3nncn23)cc1,-0.853871964,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc2nc(-c3ccccc3F)cc(C(=O)O)c12,1.592287816,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
OC(CNCc1ccc(OCc2cccs2)cc1)c1ccccc1,1.63286204,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.773786445,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2nnc(NC(=O)c3ccc4ccccc4c3)o2)cc1OC,-0.568636236,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(-c2ocnc2C(=O)Nc2ccc(-c3ccc(C)o3)cc2)c1,-0.397940009,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccccc2-c2c[nH]nc2C)s1,1.490239485,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1sc2cc(F)ccc2c1Cl,-0.301029996,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,-1.0,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],1.476396827,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)Nc1ccc2sncc2c1,1.72916479,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(NCC1C2CC3CC(C2)CC1C3)C1CCOCC1,1.765072201,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1c(O)c(Cl)c(Cl)c(C#N)c1Cl,1.495544338,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cc(-c2ccccc2)sc1N,0.477121255,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=Nc2c(cnn2-c2cccc(Cl)c2)C2=NCCCN12,1.72607487,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN(C)C(=O)C2(C#N)CCC2)cc1,1.752662943,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1nc(C#N)c(N2CCOCC2)o1,1.647480773,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=c1c(N2CCCC2)c(Cl)cnn1-c1ccccc1,1.233757363,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc2[nH]c(C3CCNCC3)nc2c1,1.750354089,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1nc(-c2ccc(Cl)cc2Cl)cs1,1.613313161,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,-0.698970004,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(OC)cc(C(=O)Nc2nc3c(s2)COc2ccccc2-3)c1,-0.408935393,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2nc(C(=O)Nc3cccnc3-n3cncn3)cs2)cn1,0.282168778,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCn1ccc2cc(NC(=O)c3ccc(=O)[nH]n3)ccc21,1.728434951,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)(C)c1ccc(Oc2ccc(NC(=O)Nc3ccccc3OC)cc2)cc1,-0.366531544,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCCn1c(=O)c2c(nc3n2CCN3c2ccc(C)cc2)n(C)c1=O,-0.823908741,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1(Cc2cc(-c3cccc(F)c3)no2)CCN(Cc2ccccc2O)CC1,-0.167491087,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCn1cc(Br)cn1)Nc1nc2ccccc2n1CCN1CCOCC1,1.626340367,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2nc3ccccc3[nH]2)cc1,-0.070581074,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2ccccc2[nH]1)c1cccnc1,-0.698970004,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(NC(=O)C2CC2c2ccc(Cl)cc2)nc2ccccc21,-0.522878745,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(NC(=O)c2ccn(COc3ccccc3)n2)nc2ccccc21,0.763427994,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,0.217483944,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(OCc2nnc(S)n2-c2ccccc2)cc1,1.659821158,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CSCc1noc(COc2ccc(F)cc2F)n1,1.238046103,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-c1nc(-c2ccc(NC(C)=O)cc2)c(C)s1,-0.13667714,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cnccn1)C(=O)c1cc(-c2ccc(F)cc2)on1,1.203848464,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.571126277,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(COc1ccc(F)cc1F)N1CCNC1=O,1.98686127,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(Cl)cc1)C(=O)N(C1CCCC1)C1CC1,1.46834733,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NS(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)NC(C)C)ccc12,-0.327902142,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)Nc1nc2ccccc2[nH]1,0.90579588,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#CCCn1nc(C(F)(F)F)cc1O,1.36398783,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2ccccc2)c(NS(=O)(=O)c2cc(O)c(Cl)cc2Cl)c1,1.440279213,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1cc(COc2ccc(F)cc2)on1,1.214048679,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cccc(C#N)c1)C(=O)CC(C)(C)C,1.476396827,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1N1C(=O)c2ccc(C(=O)NC(C)(C)C)cc2C1=O,1.69818757,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C#N)ccc1Oc1nc2ccccc2o1,0.939519253,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C#CCNC(=O)c1ccc(OC)c(OC)c1,1.42975228,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(N2C(=O)CCCC2=O)cc1,1.447158031,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)C2C1,1.803115555,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)NCCc1ccc2c(c1)OCCO2,1.50758604,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,-0.004364805,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCC2,0.281033367,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cn1ncc2c(N3CCN(c4ccc(Cl)c(Cl)c4)CC3)ncnc21,-0.886056648,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(NC(=O)Cc2coc3cc(C)c(C)cc23)s1,-0.494850022,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
N#CCn1c(C(=O)O)cc2ccccc21,1.618152733,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cn1nnc(-c2ccccc2)n1,1.041392685,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc5ocnc5c4)cc3c21,-0.327902142,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(OCc2ccccn2)ccc1/C=C/c1cc(/C=C/c2ccc3cc[nH]c3c2)[nH]n1,-0.214670165,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(C(=O)NCCCNc2ncccn2)c1,1.720448737,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CCc1noc(COc2c(C)ccnc2Cl)n1,1.366982976,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Cc1nnc(-c2cnc3onc(C4CCCC4)c3c2)o1,0.600972896,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nonc1C(=O)NCCc1c[nH]c2cccc(C3(O)CCOCC3)c12,1.786751422,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CN1CC(=O)N(CCOc2ccccc2)C1=O,1.36267093,train,random,8,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,1.033423755,test,random,8,1.4384885205399995,1.4458003238099997,1.32470894435,1.1972013605999998,1.2350460112499995,1.08969302314,1.3706129809799998,1.1486979069799998,1.4642585161000001,1.4823156843900003,1.3697821211499996,0.8612912952899998,1.3032966690199999,1.05998492953,1.36476354441,0.72564805443,1.3583603351700007,1.32481555826,1.25859779822,1.2990553644199998,1.0504196480999994,1.1523092195100002,1.3055351830200002,1.19881805021
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1.818225894,test,random,8,1.5516854359799985,1.4573703152099997,1.1070519723999999,1.4319478867500002,1.0804298078799999,1.3448794335599998,1.4696941761,1.3521836162699992,1.3562105365199995,1.3239957256899992,1.2559778771299996,1.0695679126099997,1.43908713788,1.6398772631599998,1.4261884355400005,1.2651119546400003,1.2499715085799996,1.2039604946099993,1.3646712340299998,1.4435490948000007,1.0548722127900003,1.29031465465,1.0657050246799993,1.0389633252000001
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,1.553276046,test,random,8,1.5285923188500001,1.0002635424200002,0.6947791289600002,1.2034430622500003,1.2856346352299997,1.04796648698,1.1908773233599996,0.5550972206099999,0.9212980794099996,1.1587005837999997,0.9838600057399997,0.79424693365,0.8741238961899995,0.6180805265799997,0.9423699915499997,1.1471342518799994,0.8376888383899999,1.2156496178499996,1.22940996916,0.9305488296599997,0.7979582439599998,0.9241410795400001,0.6845125964099998,1.2396817376600002
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,1.399673721,test,random,8,0.8563609719199999,1.07658088291,0.7989025561699999,0.7514769447700003,1.2579435711999998,1.1453124992900001,1.0688216089300007,1.1199548499199998,1.2100583781999998,1.0626840877900001,1.1157147593833334,1.3134749139100004,1.07458562415,0.8889329337799999,0.8053898056999996,0.9660301296500002,1.0394100694799995,1.2421373461300003,1.0250423616700002,1.4241808600400003,1.1142071595400003,1.1878084215999998,1.3259415746999996,1.06109929898
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,1.793790385,test,random,8,1.3904488929899999,1.0574923173999993,1.40164720452,1.4072464627999997,1.2498372057600002,1.3551981721399997,1.5065574088599993,1.5764239794200001,1.61902009671,1.5297926143599998,1.587783645940001,1.5442099649300005,1.4659820936800005,1.2682434385300005,1.41549812553,1.4060650928,1.3159128416500006,1.45090036858,1.1816367058399997,1.5839324645,1.4946327469800003,1.62834618096,1.6117402991099996,1.1743697548699998
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,1.361727836,test,random,8,1.38483378297,0.8451210700300001,1.2549452694100003,1.4475662200000001,1.4193419150700004,1.4049651377499999,1.26718615313,0.65132394639,1.4268684267400005,1.42124650197,1.4411807108499997,1.5298255266900005,1.61268925822,1.4854747515500002,1.3923539563699998,1.08592359869,0.9210619537800002,1.5470090749800005,1.36341175853,1.43031405053,1.4568173177399992,1.3675344580100002,1.4742405343000002,1.0194799950200006
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.514149134,test,random,8,1.42111407374,1.2635625931599996,0.9583636796499999,1.3395375679100006,1.2621694045399996,1.16896097037,1.3200455272499996,0.91996219461,1.24664060756,1.2150931048000002,0.91137619295,0.80026305352,0.97189049833,1.0405233233199997,1.4410087955500002,1.06790527402,1.2189346488600004,1.26505491612,1.2230898627099998,1.2441042289725,0.9743192585599997,1.0610832098800003,0.9710045844300003,1.1208561495049998
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,1.62324929,test,random,8,1.2067065897400007,1.1999402686999996,1.0635102248599997,1.1974945448,0.8648659464200003,1.1399162661000002,0.8420577668000003,1.46370811655,1.46854296168,1.56376984474,1.49292144216,1.4926365823800003,1.30750695298,0.9291137598600001,1.1837650380900002,0.9443165782100006,1.24084818903,0.8960314752799999,0.8888313938799997,0.8627460522200004,1.35634819151,1.4576486116200005,1.4754787605299997,1.3032821453200003
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,0.69019608,test,random,8,1.1421363247299998,0.9331222581599998,1.2230698145900005,1.3145486907600001,1.3816681513299995,1.1658138286300002,1.49276835487,0.6189175807799997,0.8019318859350001,0.9724283809800001,0.7234285738349999,1.0312371098000002,1.0954914529666668,1.24896692842,1.2293952515426658,0.9981049947333331,1.1364405654800003,1.45648154937,1.1736326172600007,1.4523084539400002,0.8696620456099996,1.19631029998,0.9344145250849998,1.2789820095800002
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.11058971,test,random,8,1.19085851809,1.0958558715800002,0.9659612275999997,1.03332593187,1.0457783721799996,1.05098777742,1.0280481498099998,0.7369053345099998,1.16640990586,1.4460909695500004,1.37205232369,0.9013659503800001,1.29571406708,0.6831294044699999,0.9109506814699994,0.8682964513100001,0.7664890993299995,0.9547494817,1.06977238727,1.1795149811299999,0.96931284823,1.0388985330749998,1.10547688274,0.8657001564800002
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,0.45484486,test,random,8,1.3197660456099998,1.4699207609399998,1.4404435677600003,1.53923692382,1.4338962124099999,1.5096034797399998,1.2301740955800007,1.4733748599899998,1.0252796137,0.8879657169399999,0.82547733199,0.92540464522,1.1635090649400004,1.5428761963799993,1.6238057871699987,1.560420991080001,1.5384915843299993,1.2851630551699995,1.3434741010550002,1.5298530698900001,0.2947339056399999,0.9687317223500003,0.62413257507,1.4990115071999996
