SMILES,HPPB,dset,group,fold,astrazeneca_log_HPPB_cbert_mlm-bert-100,astrazeneca_log_HPPB_cbert_mlm-bert-30,astrazeneca_log_HPPB_cbert_mlm-bert-60,astrazeneca_log_HPPB_cbert_none-bert-0,astrazeneca_log_HPPB_mlm_mlm-bert-100,astrazeneca_log_HPPB_mlm_mlm-bert-30,astrazeneca_log_HPPB_mlm_mlm-bert-60,astrazeneca_log_HPPB_mlm_none-bert-0,astrazeneca_log_HPPB_mtr_mlm-bert-100,astrazeneca_log_HPPB_mtr_mlm-bert-30,astrazeneca_log_HPPB_mtr_mlm-bert-60,astrazeneca_log_HPPB_mtr_mtr-bert-100,astrazeneca_log_HPPB_mtr_mtr-bert-30,astrazeneca_log_HPPB_mtr_mtr-bert-60,astrazeneca_log_HPPB_mtr_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C(O)(C(F)(F)F)C(F)(F)F)C1,1.9242792860618816,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NO[C@@H](C(O)(C(F)(F)F)C(F)(F)F)C1,1.914078585389112,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)C1CCCCN1C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.983039616046102,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9787737843301223,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)[C@H]1CCCCN1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9782718416106355,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC1=CC(=O)CC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9912260756924949,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC1=CC(=O)CCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9940530635876752,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC1=CC(=O)CNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9841671271469885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC1=CC(=O)NCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9873533887357937,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,1.9841671271469885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.9645424660791369,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1.6679196853173617,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N2CCC(C(=O)NC(C)(C)C)(C3CCCCC3)CC2)C[C@H](C)N1,1.965295795811656,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,1.997779430865604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,1.9910044403307552,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(Cc2nnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)C[C@H](C)O1,1.9916247345340048,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,1.971600520230059,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1.9989999722183205,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.8544882250444303,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1,1.7633531087482155,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.9937888138187048,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccn3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.9462065538427828,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccncn3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.940068013739353,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.9810026899414,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CCOCCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.988960070390338,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CCOc3ccc(Cl)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.996730515435153,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1,1.999174055588485,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.989449817666692,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)on3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.9912260756924949,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.9897167199481047,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@](O)(C(=O)Nc1ccc(S(C)(=O)=O)cc1Cl)C(F)(F)F,1.7836892363473165,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,1.9908270505674788,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,1.732554579851432,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,1.992509335067776,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,1.995020606124758,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(N)nc12,1.989939013284536,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]ncc12,1.9845273133437928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,1.9914033025800404,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,1.9946690218255287,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NS(C)(=O)=O)sc12,1.995020606124758,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,1.999391561719091,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,1.9929950984313416,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,1.9462065538427828,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1.9548211830517928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1,1.953807997665307,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,1.995679060511622,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,1.994185128202317,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1ccc2ncn(-c3cc(C4CC4)[nH]n3)c2n1)c1ncc(F)cn1,1.8964711004792767,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)cnc1C#N)c1ccc(F)cn1,1.9782718416106355,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1,1.9841671271469885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1,1.9746037920870327,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1,1.963740618857884,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1,1.889973638403996,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Nc1ncc(F)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,1.892150277901364,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,1.9887372752888,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,1.5033820634737327,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,1.9995654882259823,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,1.991801798844644,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,1.9873533887357937,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,1.988469770209876,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,1.9879342652321583,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN=C(N)c2sccc2O1,1.708845638048179,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,1.9026554752179257,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1O[C@@H](n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc32)[C@H](O)[C@@H]1O,1.8133140589458348,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@@H]1O,1.8757555792580545,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl,1.9801397777457543,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@](N)(Cc1ccccc1)c1ccccc1,1.914078585389112,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,1.9734049744100608,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,1.9858304898583925,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,1.6732052817790453,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,1.914078585389112,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,1.461648568063455,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,1.678518379040114,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC2CCC2)c2ccccc12,1.9777693180915743,train,random,0,,,,,,,,,,,,,,,,,,,,,,
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC2CCC2)c2ccccc12,1.9943171526696368,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,1.9176105257498672,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,1.987085029624122,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c2ccc(-c3nnc(SCC(=O)N4CCCc5ccccc54)o3)cc2c1C,1.9977357765978985,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,1.965295795811656,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,1.97570746353718,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,1.997211582832505,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,1.990161192898479,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,1.9845273133437928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,1.98344585734134,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,1.965295795811656,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,1.985201858364572,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,1.9450252012424627,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,1.9734049744100608,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,1.98344585734134,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,1.9981285071282664,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,1.9986080293150943,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,1.9945810812598948,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O,1.9845273133437928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,1.994449137014036,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cc(=O)[nH]c(NCc3cccc4ccccc34)n2)ccn1,1.9989129043587857,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)ccn1,1.9982157323709584,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1,1.7875313161272344,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(=O)n(-c2ccccc2)n1C,1.28668096935493,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1,1.9929950984313416,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,1.976258249257045,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C)c(Cn2ccc3c(/C=N/NC(=O)c4ccc(O)c(C#N)c4)cccc32)c1C,1.9822712330395684,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1,1.9845273133437928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(S(=O)(=O)NCc2ccncc2)c(C)c1,1.934750874663579,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1,1.9858304898583925,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cncs3)c2)c1,1.9982593384236984,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(SCC(N)=O)n1,1.326540668516562,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,1.9085386321719595,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,1.998520882835038,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1,1.3653007486379871,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,1.9994350498763296,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,1.9374677396433773,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,1.9841671271469885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,1.7279477095447968,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1Oc1cccc2c(=O)cc(N3CCOCC3)[nH]c12,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(I)cc2c1NC(C(=O)O)C1CC=CC21,1.999130541287371,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,1.9085386321719595,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,1.6625689669332602,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,1.931864513492032,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,1.910410939914688,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,1.892150277901364,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,1.961231197044663,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)ncc2Cl)n[nH]1,1.9960736544852755,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1,1.9841671271469885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,1.976258249257045,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,1.9176105257498672,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)cnc2C)n[nH]1,1.9242792860618816,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,1.8426716337607885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,1.887673552454448,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1,1.96208508051736,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,1.961231197044663,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1,1.8572721735640407,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,1.9734049744100608,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,1.9903832589062336,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,1.8964711004792767,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,1.998433718864469,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1,1.9855162878527155,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1.950705534773861,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2[nH]cnc2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.971600520230059,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2c[nH]cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9772662124272928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(=O)NCc3cn(C)nc3C)c3cc(Br)ccc3n2)cc1,1.997255289820104,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.9953719060281625,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9767625232674608,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccccn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9951523768914536,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccncc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.992155711042617,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.9751559784066888,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.956744545282691,train,random,0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ncc(C(F)(F)F)[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
