SMILES,ppb_h,dset,group,fold,adme_ppb_h_cbert_mlm-bert-100,adme_ppb_h_cbert_mlm-bert-30,adme_ppb_h_cbert_mlm-bert-60,adme_ppb_h_cbert_none-bert-0,adme_ppb_h_mlm_mlm-bert-100,adme_ppb_h_mlm_mlm-bert-30,adme_ppb_h_mlm_mlm-bert-60,adme_ppb_h_mlm_none-bert-0,adme_ppb_h_mtr_mlm-bert-100,adme_ppb_h_mtr_mlm-bert-30,adme_ppb_h_mtr_mlm-bert-60,adme_ppb_h_mtr_mtr-bert-30,adme_ppb_h_mtr_none-bert-0,adme_ppb_h_sbert_mlm-bert-100,adme_ppb_h_sbert_mlm-bert-30,adme_ppb_h_sbert_mlm-bert-60,adme_ppb_h_sbert_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,-1.158015195,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,0.163856803,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.62603,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,-1.384078213,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1.378597739,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,1.729799023,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,-0.449771647,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1.730984039,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,1.677187053,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,0.713910354,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.828227965,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,0.752995432,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,-0.354577731,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,0.436162647,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,1.559583476,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,-0.467245621,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,0.630986911,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,-0.049635146,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.935859798,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.968996327,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.983851719,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,0.276231958,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,0.039414119,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,0.969089603,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,-0.397940009,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,0.262925469,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,0.545801757,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,1.122707254,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.868232868,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,0.328379603,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,0.956648579,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,0.926290987,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,0.866877814,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,-0.293282218,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.991815076,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,0.902546779,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,0.520483533,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,1.543819805,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,1.78096503,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,1.876996793,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,1.188253327,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1.106122874,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,-0.1837587,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,1.390069186,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,0.13481437,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,-0.222573178,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,0.595385981,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,1.368007805,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,0.623352682,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.199947058,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,0.193402903,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,0.615318657,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,0.449015316,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.526080692,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.892077899,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,0.146128036,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.249124949,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1.681349797,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.975753389,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,-0.853871964,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,0.699837726,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,1.237065953,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.504729052,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,1.10503305,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.652285029,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,-0.033858267,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,1.343408594,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,1.180469962,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,0.904931827,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,-1.180456064,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,1.850223373,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,-0.137272472,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,-0.104025268,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,0.596597096,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,-0.356547324,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,0.671265433,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.01745073,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,1.021602716,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.829753919,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ncc(CN2CCCC[C@@H]2C)s1,2.0,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.106870544,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,1.323066376,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc2ccccc2c1CNc1nnc(-c2ccncc2)o1,0.717254313,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,1.222560409,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,0.224014811,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0.862608364,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,0.369957607,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,1.560468571,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(C(=O)c2cccnc2N2CCOCC2)CC(c2ccccc2)O1,1.573185017,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.439332694,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,1.642246824,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccnc1Nc1cccc(C2CCCN(CC(=O)Nc3nccs3)C2)n1,0.180699201,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,1.041353202,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,1.159236233,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,0.387567779,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCC2c2cc(CCC(=O)O)cc(C)n2)ncn1,2.0,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC(c2cccc(Cc3cccc(F)c3)n2)C1)N1CCCC1,1.062130535,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,0.994317153,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,-0.370590401,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COCCNC(=O)c1ccnc(C2CCNCC2)c1,2.0,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,0.245512668,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CNC(=O)c2cncc(C3CCNCC3)n2)CCCO1,1.988550039,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCC2)nc(C2CCCN(C)C2)n1,2.0,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCSc2c1sc1ccc(O)cc21,0.891593204,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,0.427486109,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.209139536,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.975868182,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,0.681693392,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.639386869,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.700790221,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-0.614393726,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,0.250420002,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,-0.053056729,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(OCC3CC3)nc2O1,-0.199970641,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cc(F)c(NS(=O)(=O)c2c[nH]c3cc(Cl)ccc23)cc1F,-0.026872146,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc1)CC2,-1.207608311,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,-0.218963061,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,1.51293775,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,1.006508828,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(O)cc1,1.887859133,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCNCC1)c1ccc2[nH]ncc2c1,1.842696589,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,-0.548213564,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(=O)oc2cc(NC(=O)c3ccc(C(C)(C)C)cc3)ccc21,0.21005085,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,0.402433346,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,-0.061980903,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CC1,1.691832676,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.582744966,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ncc(C(=O)O)s1,1.81935965,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2nc(C34CCC(C(N)=O)(CC3)CC4)[nH]c2-c2ccc3c(c2)OCO3)n1,1.02011257,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1,1.302460808,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0.985246791,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-1.59345982,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC2(O)CCN(CC3(O)CCN(c4ccccc4C)CC3)CC2)cc1,-0.040481623,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCNC1,1.885728632,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(N2CCNC2=O)c1)C1NCC12CCCC2,1.718202645,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NCC1CCCC1NC(=O)c1cc(N2CCNC2=O)ccc1F,1.87495702,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,-0.906578315,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCc1ccccc1)c1ccc(NC(=O)N2CCCCc3ccccc32)cc1,0.075911761,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1,0.779018972,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC[C@H]1CC[C@@H](C(=O)Nc2ccc3[nH]ncc3c2)O1,1.981999714,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCC(N)CC1,1.828717885,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCCC1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1,1.71701274,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC1CC(NC(=O)c2ccc(-c3cn[nH]c3)cn2)C12CCC2,1.709702344,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,1.917395215,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,1.752816431,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC12CCCC1NCC2)c1ccc(-c2cn[nH]c2)cc1,2.0,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2cc(C(=O)NC34CCCC3NCC4)ccc2c(=O)[nH]1,1.866494097,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CNc1nc(C)cc(C(=O)Nc2ccc3[nH]ncc3c2)n1,1.493625323,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c[nH]c2ncnc(N3CCC(CN4CCN(C)CC4)CC3)c12,1.728012707,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1cnc(N2CCc3[nH]nc(C(F)(F)F)c3C2)c(Cl)c1,0.986009932,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCCC(C(=O)Nc2cccc(N3CCNC3=O)c2)C1,1.763113391,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(N)CCN1C(=O)c1cc(N2CCNC2=O)c(F)cc1F,1.833504094,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
c1sc(NCC2CCCO2)nc1C12CC3CC(CC(C3)C1)C2,-1.096910013,train,random,5,,,,,,,,,,,,,,,,,,,,,,,,
CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,0.991226076,test,random,5,0.47894339905000005,0.43388877429999995,0.36758958706,0.5748982686500002,0.6627348082300002,0.7579116934300003,0.94650336236,0.7791116575500001,0.7829350601000002,0.7519063961300002,0.5701350681900003,0.6375332280700003,0.39575150563000017,0.40388299695,0.6072645604400002,0.37255459687,1.0751338237899999,0.5973940643799999,0.7063895863999999,0.5388184652700002,0.7640494718200003,0.9400320713300002,0.91485339604,0.9267183685400004
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,1.015611205,test,random,5,0.3854580138699999,0.46358056729999997,0.6461326735000001,0.5679459967700001,0.6571259154800001,0.5915970801300003,0.8598059130400002,0.21202352639999994,0.4531004828200001,0.34465756305000006,0.3931779543400003,0.3848352473999999,0.09995884362999996,0.3111557294899998,0.43680393054,0.14161925377000004,0.40296369521,0.8820880500800001,0.58997926033,0.7158699841900004,0.02789542313999999,0.5259315245500003,0.54939446019,0.15549769255999998
